TOA5	CR6Series	CR6	1712	CR6.Std.02	CPU:VMCprogramGOOD_Pit1.CR6	58711	SoilPit1													
TIMESTAMP	RECORD	VWC_1_Avg	VWC_2_Avg	VWC_3_Avg	VWC_4_Avg	VWC_5_Avg	T_1_Avg	T_2_Avg	T_3_Avg	T_4_Avg	T_5_Avg	Tension_1_Avg	Temp_1_Avg	Tension_2_Avg	Temp_2_Avg	Tension_3_Avg	Temp_3_Avg	Tension_4_Avg	Temp_4_Avg	BattV_Min
TS	RN	m^3/m^3	m^3/m^3	m^3/m^3	m^3/m^3	m^3/m^3	Deg C	Deg C	Deg C	Deg C	Deg C	kPa	Deg C	kPa	Deg C	kPa	Deg C	kPa	Deg C	Volts
		Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Min
7/12/2016 9:15	4670	0.094	0.08	0.06	0.05	0.056	11.58	13.18	15.73	15.22	14.65	-25.37	12.07	-501.2	14.5	-463.9	15.9	-327.3	15.4	12.76
7/12/2016 9:30	4671	0.094	0.08	0.06	0.05	0.055	11.87	13.18	15.7	15.21	14.65	-25.33	12.24	-501.2	14.46	-464.1	15.9	-327.4	15.4	12.79
7/12/2016 9:45	4672	0.094	0.08	0.06	0.05	0.055	12.25	13.19	15.68	15.22	14.65	-25.68	12.5	-500.7	14.4	-464.7	15.9	-327.3	15.4	12.79
7/12/2016 10:00	4673	0.094	0.08	0.06	0.05	0.055	12.5	13.22	15.66	15.21	14.64	-25.77	12.73	-502.8	14.4	-465	15.9	-327.2	15.4	12.79
7/12/2016 10:15	4674	0.094	0.08	0.06	0.05	0.055	12.66	13.26	15.64	15.21	14.64	-25.93	12.93	-501.3	14.33	-464.8	15.9	-327.5	15.4	12.79
7/12/2016 10:30	4675	0.094	0.08	0.06	0.05	0.055	12.72	13.32	15.61	15.22	14.64	-26.05	13.04	-500.1	14.3	-464.8	15.9	-327.9	15.4	12.8
7/12/2016 10:45	4676	0.094	0.08	0.06	0.05	0.055	12.77	13.37	15.6	15.22	14.63	-26.17	13.12	-498.8	14.3	-464.7	15.9	-328.1	15.4	12.8
7/12/2016 11:00	4677	0.094	0.08	0.06	0.05	0.055	12.82	13.41	15.57	15.21	14.63	-26.31	13.2	-500.5	14.3	-466.1	15.9	-328.5	15.4	12.8
7/12/2016 11:15	4678	0.094	0.08	0.06	0.05	0.055	12.9	13.46	15.55	15.21	14.63	-26.46	13.27	-499.9	14.3	-466.1	15.8	-329.4	15.4	12.8
7/12/2016 11:30	4679	0.094	0.08	0.06	0.05	0.055	13.01	13.5	15.52	15.21	14.63	-26.57	13.37	-498.3	14.3	-466.3	15.8	-329.5	15.4	12.8
7/12/2016 11:45	4680	0.094	0.08	0.06	0.05	0.055	13.14	13.55	15.51	15.21	14.64	-26.7	13.47	-497.8	14.3	-466.4	15.8	-330.6	15.4	12.8
7/12/2016 12:00	4681	0.094	0.079	0.061	0.05	0.055	13.3	13.58	15.49	15.2	14.62	-26.88	13.61	-498.3	14.3	-466.6	15.8	-331.5	15.4	12.8
7/12/2016 12:15	4682	0.094	0.079	0.06	0.05	0.055	13.47	13.63	15.46	15.19	14.62	-27.01	13.77	-495.8	14.3	-466.6	15.8	-332.7	15.4	12.8
7/12/2016 12:30	4683	0.094	0.079	0.061	0.05	0.055	13.68	13.68	15.45	15.19	14.62	-27.16	13.97	-494.5	14.3	-466.2	15.8	-334.7	15.4	12.8
7/12/2016 12:45	4684	0.094	0.079	0.061	0.05	0.055	13.94	13.73	15.42	15.19	14.62	-27.35	14.14	-494.2	14.3	-467.8	15.8	-336.6	15.4	12.8
7/12/2016 13:00	4685	0.095	0.079	0.06	0.05	0.055	14.67	13.79	15.4	15.18	14.62	-27.51	14.4	-494	14.34	-468	15.8	-337.9	15.4	12.8
7/12/2016 13:15	4686	0.095	0.079	0.061	0.05	0.055	16.17	13.86	15.38	15.19	14.62	-27.69	14.91	-492.2	14.4	-469	15.71	-338.9	15.4	12.8
7/12/2016 13:30	4687	0.096	0.079	0.061	0.05	0.055	17.61	14	15.37	15.18	14.61	-27.91	15.68	-493	14.4	-469.9	15.7	-340.1	15.4	12.8
7/12/2016 13:45	4688	0.096	0.079	0.061	0.05	0.055	19.32	14.19	15.35	15.18	14.61	-27.91	16.59	-489.6	14.45	-470.3	15.7	-340.7	15.4	12.8
7/12/2016 14:00	4689	0.097	0.079	0.061	0.05	0.055	20.9	14.48	15.33	15.17	14.61	-28.37	17.59	-489	14.52	-470.3	15.7	-341.3	15.4	12.8
7/12/2016 14:15	4690	0.098	0.079	0.061	0.05	0.055	22.28	14.86	15.32	15.17	14.61	-28.41	18.77	-485.8	14.63	-472.3	15.7	-341.9	15.4	12.8
7/12/2016 14:30	4691	0.098	0.079	0.06	0.05	0.055	23.48	15.3	15.3	15.17	14.61	-25.57	20.05	-483.1	14.77	-473.1	15.7	-344.8	15.4	12.81
7/12/2016 14:45	4692	0.099	0.079	0.06	0.05	0.055	24.55	15.79	15.29	15.16	14.6	-25.88	21.16	-482	14.95	-473.4	15.7	-347.5	15.4	12.81
7/12/2016 15:00	4693	0.099	0.079	0.06	0.05	0.055	25.48	16.32	15.27	15.17	14.6	-26.23	22.15	-484.5	15.17	-474.2	15.67	-348.9	15.4	12.84
7/12/2016 15:15	4694	0.099	0.079	0.06	0.05	0.055	26.35	16.85	15.26	15.16	14.6	-26.6	23.06	-479.5	15.41	-474.9	15.6	-351.5	15.4	12.82
7/12/2016 15:30	4695	0.1	0.08	0.06	0.05	0.055	27.17	17.39	15.25	15.15	14.6	-27.02	23.99	-472.2	15.66	-475.7	15.6	-358.5	15.4	12.84
7/12/2016 15:45	4696	0.1	0.08	0.06	0.05	0.055	27.92	17.92	15.24	15.15	14.59	-27.53	24.77	-469.1	15.93	-477.7	15.6	-356.7	15.4	12.84
7/12/2016 16:00	4697	0.1	0.08	0.06	0.05	0.055	28.63	18.45	15.23	15.14	14.59	-27.97	25.49	-466.5	16.22	-479.3	15.6	-365.8	15.4	12.83
7/12/2016 16:15	4698	0.1	0.081	0.06	0.05	0.055	29.25	18.97	15.22	15.14	14.6	-28.54	26.23	-463.7	16.52	-481	15.6	-366.4	15.37	12.83
7/12/2016 16:30	4699	0.1	0.081	0.06	0.05	0.055	29.71	19.47	15.22	15.14	14.59	-29.05	26.91	-458	16.82	-482	15.6	-371.4	15.32	12.85
7/12/2016 16:45	4700	0.1	0.08	0.06	0.05	0.055	29.66	19.95	15.22	15.13	14.59	-29.62	27.41	-454.1	17.12	-484.5	15.6	-365.5	15.3	12.86
7/12/2016 17:00	4701	0.1	0.081	0.06	0.05	0.054	29.37	20.39	15.23	15.12	14.59	-30.21	27.77	-449.4	17.42	-484.6	15.6	-373.2	15.3	12.85
7/12/2016 17:15	4702	0.099	0.081	0.06	0.05	0.054	29.18	20.78	15.23	15.12	14.58	-30.79	27.97	-446.7	17.71	-485.7	15.6	-370.6	15.3	12.85
7/12/2016 17:30	4703	0.099	0.081	0.06	0.05	0.054	28.45	21.12	15.24	15.11	14.58	-31.4	27.81	-444.6	17.98	-487.7	15.54	-372.8	15.3	12.84
7/12/2016 17:45	4704	0.098	0.082	0.06	0.05	0.054	27.46	21.4	15.26	15.1	14.57	-32.01	27.28	-442.2	18.22	-488.7	15.5	-367.2	15.3	12.84
7/12/2016 18:00	4705	0.098	0.082	0.06	0.05	0.054	26.89	21.59	15.28	15.1	14.57	-32.61	26.91	-440.1	18.46	-489.3	15.5	-368.1	15.3	12.84
7/12/2016 18:15	4706	0.097	0.082	0.06	0.05	0.054	26.86	21.71	15.29	15.1	14.57	-33.13	27.03	-436.9	18.67	-489.8	15.5	-372.2	15.3	12.84
7/12/2016 18:30	4707	0.097	0.082	0.06	0.05	0.054	26.9	21.81	15.31	15.09	14.57	-33.78	27.21	-431.5	18.85	-490.4	15.5	-374.5	15.3	12.84
7/12/2016 18:45	4708	0.096	0.082	0.06	0.05	0.054	26.1	21.92	15.34	15.09	14.57	-34.38	26.71	-427.9	19.03	-491.4	15.5	-365.2	15.3	12.83
7/12/2016 19:00	4709	0.096	0.082	0.06	0.05	0.054	25.36	21.99	15.38	15.08	14.57	-35	26.03	-424.7	19.16	-492	15.5	-366.8	15.3	12.82
7/12/2016 19:15	4710	0.095	0.082	0.06	0.05	0.054	24.7	21.98	15.41	15.08	14.56	-35.54	25.43	-421.8	19.29	-492.3	15.5	-367.8	15.3	12.8
7/12/2016 19:30	4711	0.095	0.082	0.06	0.05	0.054	24.28	21.94	15.45	15.08	14.56	-36.1	25.02	-420.6	19.4	-492.2	15.5	-370.2	15.3	12.8
7/12/2016 19:45	4712	0.094	0.082	0.06	0.05	0.054	23.71	21.87	15.48	15.06	14.55	-36.66	24.55	-418.8	19.56	-492.7	15.55	-370.3	15.3	12.8
7/12/2016 20:00	4713	0.094	0.081	0.06	0.05	0.054	23.06	21.78	15.52	15.07	14.55	-37.21	23.96	-417.9	19.63	-493	15.6	-371.3	15.3	12.8
7/12/2016 20:15	4714	0.093	0.081	0.06	0.05	0.054	22.47	21.66	15.56	15.07	14.54	-37.63	23.31	-416.4	19.7	-493.8	15.6	-369.9	15.3	12.8
7/12/2016 20:30	4715	0.093	0.081	0.06	0.05	0.054	21.94	21.51	15.61	15.06	14.54	-38.11	22.8	-415.7	19.7	-493.6	15.6	-373.2	15.3	12.8
7/12/2016 20:45	4716	0.092	0.081	0.06	0.05	0.054	21.44	21.35	15.64	15.05	14.55	-38.57	22.33	-414.2	19.74	-493.5	15.6	-374.7	15.3	12.8
7/12/2016 21:00	4717	0.092	0.081	0.06	0.05	0.054	20.97	21.18	15.69	15.05	14.54	-38.95	21.89	-413.3	19.8	-494	15.6	-372.5	15.3	12.79
7/12/2016 21:15	4718	0.091	0.081	0.06	0.05	0.054	20.51	20.99	15.73	15.04	14.54	-39.35	21.45	-411.7	19.72	-494.9	15.6	-373.2	15.3	12.8
7/12/2016 21:30	4719	0.091	0.081	0.06	0.05	0.054	20.08	20.8	15.77	15.04	14.54	-39.72	21.04	-411.2	19.7	-494.3	15.6	-373.5	15.3	12.79
7/12/2016 21:45	4720	0.09	0.08	0.06	0.05	0.054	19.67	20.61	15.82	15.03	14.53	-40.06	20.64	-411.7	19.7	-495.4	15.66	-375.4	15.3	12.76
7/12/2016 22:00	4721	0.09	0.081	0.06	0.05	0.054	19.27	20.42	15.86	15.03	14.53	-40.19	20.26	-411.5	19.63	-496.1	15.7	-374	15.3	12.77
7/12/2016 22:15	4722	0.09	0.081	0.06	0.05	0.054	18.91	20.23	15.9	15.02	14.53	-40.36	19.91	-412.2	19.6	-496.1	15.7	-374.8	15.3	12.76
7/12/2016 22:30	4723	0.089	0.081	0.06	0.05	0.054	18.55	20.03	15.94	15.02	14.52	-40.45	19.53	-412.3	19.43	-496.2	15.7	-375.1	15.3	12.76
7/12/2016 22:45	4724	0.089	0.081	0.06	0.05	0.054	18.24	19.84	15.97	15.02	14.52	-40.61	19.16	-415	19.37	-496.4	15.7	-375.5	15.29	12.77
7/12/2016 23:00	4725	0.089	0.08	0.06	0.05	0.054	17.96	19.63	16.01	15.02	14.52	-40.73	18.87	-414.9	19.29	-496.4	15.76	-375.6	15.23	12.76
7/12/2016 23:15	4726	0.089	0.08	0.06	0.05	0.054	17.69	19.45	16.04	15.02	14.52	-40.93	18.59	-414.7	19.2	-496.6	15.8	-375.5	15.21	12.76
7/12/2016 23:30	4727	0.088	0.08	0.06	0.05	0.054	17.42	19.27	16.08	15.03	14.51	-42.45	18.33	-416	19.11	-497	15.8	-375.2	15.2	12.77
7/12/2016 23:45	4728	0.088	0.08	0.06	0.05	0.054	17.13	19.08	16.11	15.02	14.51	-42.7	18.05	-416.7	19.01	-497.7	15.8	-375.2	15.2	12.77
7/13/2016 0:00	4729	0.088	0.08	0.06	0.05	0.054	16.85	18.9	16.13	15.02	14.51	-42.86	17.77	-417.6	18.92	-496.8	15.8	-375.7	15.2	12.76
7/13/2016 0:15	4730	0.087	0.08	0.06	0.05	0.054	16.56	18.72	16.16	15.01	14.51	-43	17.49	-418	18.81	-497.1	15.85	-375.3	15.2	12.75
7/13/2016 0:30	4731	0.087	0.08	0.06	0.05	0.054	16.28	18.54	16.18	15.01	14.51	-43.14	17.23	-418.3	18.71	-498.1	15.9	-376	15.2	12.76
7/13/2016 0:45	4732	0.087	0.079	0.06	0.05	0.054	15.99	18.37	16.22	15.01	14.5	-43.31	16.97	-419	18.61	-497.9	15.9	-375.4	15.2	12.73
7/13/2016 1:00	4733	0.087	0.079	0.06	0.05	0.054	15.72	18.19	16.24	15.02	14.5	-43.47	16.71	-420.1	18.51	-498.6	15.9	-375.1	15.2	12.72
7/13/2016 1:15	4734	0.087	0.079	0.06	0.05	0.054	15.47	18.02	16.26	15.02	14.49	-43.61	16.46	-421	18.41	-498.7	15.9	-374.4	15.2	12.73
7/13/2016 1:30	4735	0.086	0.079	0.06	0.05	0.054	15.21	17.85	16.27	15.03	14.5	-43.73	16.21	-421.7	18.31	-499	15.97	-374.3	15.2	12.72
7/13/2016 1:45	4736	0.086	0.079	0.06	0.05	0.054	14.96	17.69	16.29	15.03	14.48	-43.85	15.98	-422.9	18.19	-499.7	16	-374.5	15.2	12.72
7/13/2016 2:00	4737	0.086	0.079	0.06	0.05	0.054	14.72	17.51	16.3	15.03	14.49	-43.99	15.73	-423.7	18.09	-500.1	16	-374.3	15.2	12.73
7/13/2016 2:15	4738	0.086	0.079	0.06	0.05	0.054	14.5	17.34	16.32	15.02	14.49	-43.99	15.51	-424.4	17.99	-499.6	16	-374.2	15.2	12.73
7/13/2016 2:30	4739	0.086	0.079	0.06	0.05	0.054	14.28	17.18	16.33	15.02	14.49	-44.25	15.31	-426.3	17.88	-500.7	16	-373.7	15.2	12.72
7/13/2016 2:45	4740	0.086	0.079	0.06	0.05	0.054	14.1	17.01	16.34	15.04	14.48	-44.39	15.12	-428.3	17.78	-500.2	16	-373	15.2	12.72
7/13/2016 3:00	4741	0.085	0.079	0.06	0.05	0.054	13.91	16.86	16.34	15.03	14.47	-44.51	14.93	-430.7	17.67	-500.3	16.01	-373	15.2	12.73
7/13/2016 3:15	4742	0.085	0.079	0.06	0.05	0.054	13.72	16.7	16.35	15.04	14.48	-44.63	14.75	-432.2	17.57	-502.1	16.1	-372.5	15.2	12.72
7/13/2016 3:30	4743	0.085	0.079	0.06	0.05	0.054	13.55	16.54	16.35	15.03	14.48	-44.75	14.57	-435.1	17.45	-501.3	16.1	-372.7	15.2	12.72
7/13/2016 3:45	4744	0.085	0.079	0.06	0.05	0.054	13.37	16.4	16.35	15.04	14.47	-44.86	14.4	-436.9	17.35	-501.9	16.1	-371.7	15.2	12.72
7/13/2016 4:00	4745	0.085	0.079	0.06	0.05	0.054	13.2	16.26	16.35	15.05	14.47	-44.98	14.23	-438.7	17.25	-501.3	16.1	-371.5	15.2	12.72
7/13/2016 4:15	4746	0.084	0.079	0.06	0.05	0.054	13.05	16.12	16.36	15.05	14.47	-45.09	14.06	-440.6	17.14	-502.3	16.1	-371.6	15.2	12.71
7/13/2016 4:30	4747	0.084	0.079	0.06	0.05	0.054	12.89	15.98	16.35	15.05	14.47	-45.19	13.91	-440.9	17.04	-503.9	16.1	-370.8	15.2	12.72
7/13/2016 4:45	4748	0.084	0.079	0.06	0.05	0.054	12.73	15.85	16.35	15.06	14.47	-45.29	13.67	-441.2	16.94	-503.9	16.1	-369.9	15.2	12.74
7/13/2016 5:00	4749	0.084	0.079	0.06	0.05	0.054	12.59	15.72	16.35	15.05	14.47	-45.44	13.54	-442	16.84	-503.6	16.1	-370.2	15.2	12.73
7/13/2016 5:15	4750	0.084	0.079	0.06	0.05	0.054	12.45	15.59	16.34	15.06	14.46	-45.54	13.39	-442.6	16.74	-504.3	16.1	-368.6	15.2	12.73
7/13/2016 5:30	4751	0.084	0.079	0.06	0.05	0.054	12.32	15.46	16.34	15.07	14.46	-45.66	13.25	-443.7	16.64	-504.9	16.1	-368	15.2	12.72
7/13/2016 5:45	4752	0.085	0.079	0.06	0.05	0.054	12.19	15.33	16.33	15.08	14.47	-45.79	13.12	-444	16.55	-505.6	16.1	-364.7	15.2	12.71
7/13/2016 6:00	4753	0.084	0.079	0.06	0.05	0.054	12.05	15.22	16.32	15.08	14.46	-45.9	12.97	-445.1	16.45	-507	16.1	-366.2	15.2	12.71
7/13/2016 6:15	4754	0.083	0.078	0.06	0.05	0.054	11.94	15.09	16.3	15.09	14.46	-46	12.85	-445.2	16.35	-505.9	16.13	-364.8	15.2	12.69
7/13/2016 6:30	4755	0.083	0.078	0.06	0.05	0.054	11.82	14.97	16.29	15.09	14.46	-45.93	12.74	-446.2	16.26	-508.5	16.17	-363	15.25	12.7
7/13/2016 6:45	4756	0.083	0.078	0.06	0.05	0.054	11.7	14.86	16.28	15.07	14.46	-46.22	12.63	-447.1	16.17	-508.3	16.18	-362.9	15.28	12.69
7/13/2016 7:00	4757	0.083	0.078	0.06	0.05	0.054	11.6	14.76	16.27	15.08	14.46	-46.31	12.51	-447.3	16.09	-508.4	16.2	-361.9	15.3	12.68
7/13/2016 7:15	4758	0.083	0.078	0.06	0.05	0.054	11.51	14.64	16.26	15.09	14.46	-46.43	12.41	-447.9	16	-507.6	16.18	-361.1	15.3	12.69
7/13/2016 7:30	4759	0.083	0.078	0.06	0.05	0.054	11.43	14.54	16.24	15.1	14.46	-46.51	12.32	-449	15.9	-510.2	16.12	-359.8	15.3	12.69
7/13/2016 7:45	4760	0.083	0.078	0.06	0.05	0.054	11.36	14.43	16.22	15.1	14.46	-46.61	12.24	-449.9	15.81	-510.7	16.1	-359.7	15.3	12.68
7/13/2016 8:00	4761	0.083	0.078	0.06	0.05	0.054	11.32	14.34	16.21	15.11	14.45	-46.74	12.19	-450.4	15.73	-511.4	16.1	-359.3	15.3	12.69
7/13/2016 8:15	4762	0.083	0.078	0.06	0.05	0.054	11.35	14.25	16.19	15.1	14.46	-46.83	12.11	-451.6	15.65	-512.4	16.1	-358.7	15.3	12.68
7/13/2016 8:30	4763	0.083	0.078	0.06	0.05	0.054	11.43	14.16	16.17	15.1	14.46	-46.92	12.2	-452.3	15.57	-511.9	16.1	-358.3	15.3	12.69
7/13/2016 8:45	4764	0.083	0.078	0.06	0.05	0.054	11.53	14.09	16.16	15.11	14.46	-47.02	12.2	-453.9	15.5	-512.8	16.1	-357.8	15.3	12.69
7/13/2016 9:00	4765	0.083	0.078	0.06	0.05	0.054	11.63	14.02	16.13	15.11	14.46	-47.13	12.3	-454.1	15.4	-513.6	16.1	-357.5	15.3	12.68
7/13/2016 9:15	4766	0.083	0.078	0.06	0.05	0.054	11.81	13.97	16.11	15.11	14.45	-47.23	12.37	-454.9	15.33	-514.7	16.1	-357.5	15.3	12.69
7/13/2016 9:30	4767	0.083	0.078	0.06	0.05	0.054	11.91	13.93	16.09	15.11	14.45	-47.35	12.47	-455.9	15.29	-515.5	16.1	-357.2	15.3	12.69
7/13/2016 9:45	4768	0.083	0.078	0.06	0.05	0.054	12.01	13.91	16.07	15.11	14.45	-47.46	12.55	-456.3	15.2	-515.8	16.1	-357	15.3	12.71
7/13/2016 10:00	4769	0.083	0.078	0.06	0.05	0.054	12.11	13.88	16.05	15.11	14.45	-47.56	12.63	-456	15.15	-515.7	16.1	-357.2	15.3	12.71
7/13/2016 10:15	4770	0.083	0.078	0.06	0.05	0.054	12.26	13.86	16.03	15.13	14.45	-47.65	12.75	-457.6	15.1	-518.4	16.1	-357.3	15.3	12.71
7/13/2016 10:30	4771	0.083	0.078	0.06	0.05	0.054	12.4	13.85	16.01	15.12	14.45	-47.77	12.86	-457	15.05	-517.9	16.1	-357.5	15.3	12.7
7/13/2016 10:45	4772	0.083	0.078	0.06	0.05	0.054	12.53	13.86	15.99	15.13	14.45	-47.73	12.97	-456.9	15	-519.5	16.1	-357.3	15.3	12.73
7/13/2016 11:00	4773	0.083	0.078	0.06	0.05	0.054	12.66	13.86	15.96	15.13	14.46	-48	13.08	-456.6	15	-518.7	16.1	-357.5	15.3	12.72
7/13/2016 11:15	4774	0.083	0.078	0.06	0.05	0.054	12.79	13.87	15.94	15.13	14.45	-48.13	13.2	-456.7	14.92	-520	16.03	-357.7	15.3	12.71
7/13/2016 11:30	4775	0.083	0.077	0.06	0.05	0.054	12.93	13.89	15.92	15.13	14.45	-48.27	13.33	-456.9	14.9	-520.3	16	-358	15.3	12.72
7/13/2016 11:45	4776	0.083	0.077	0.06	0.05	0.054	13.09	13.92	15.89	15.13	14.46	-48.37	13.45	-457.1	14.9	-520.8	16	-359.2	15.3	12.73
7/13/2016 12:00	4777	0.083	0.077	0.06	0.05	0.054	13.25	13.95	15.87	15.12	14.45	-48.47	13.59	-456.3	14.9	-521.2	16	-359.8	15.3	12.72
7/13/2016 12:15	4778	0.083	0.077	0.06	0.05	0.054	13.43	13.98	15.85	15.13	14.45	-48.63	13.74	-456.2	14.89	-521.8	16	-360.8	15.3	12.73
7/13/2016 12:30	4779	0.083	0.077	0.06	0.05	0.054	13.69	14.01	15.82	15.13	14.45	-48.75	13.95	-456.8	14.8	-522	16	-361.6	15.3	12.73
7/13/2016 12:45	4780	0.083	0.077	0.06	0.05	0.054	14	14.06	15.8	15.13	14.44	-48.87	14.13	-455.6	14.8	-522.4	16	-362.2	15.3	12.73
7/13/2016 13:00	4781	0.083	0.077	0.06	0.05	0.054	14.67	14.1	15.79	15.13	14.45	-49.03	14.41	-456.3	14.8	-524	16	-364.9	15.3	12.72
7/13/2016 13:15	4782	0.083	0.077	0.06	0.05	0.054	16.16	14.18	15.75	15.13	14.46	-49.13	14.95	-458.7	14.81	-523.7	16	-367.2	15.3	12.71
7/13/2016 13:30	4783	0.084	0.078	0.06	0.05	0.054	17.66	14.3	15.74	15.13	14.45	-49.28	15.79	-455.3	14.89	-523.7	15.91	-368.6	15.3	12.72
7/13/2016 13:45	4784	0.085	0.078	0.06	0.05	0.054	19.62	14.51	15.72	15.13	14.45	-49.45	16.67	-453.9	14.9	-524.7	15.9	-370.2	15.3	12.72
7/13/2016 14:00	4785	0.086	0.077	0.059	0.05	0.054	21.46	14.79	15.7	15.12	14.45	-49.57	17.79	-451.6	14.97	-525	15.9	-371.1	15.3	12.72
7/13/2016 14:15	4786	0.087	0.077	0.059	0.05	0.054	23.08	15.18	15.68	15.12	14.45	-48.1	19.04	-449.9	15.06	-524.8	15.9	-371.5	15.3	12.72
7/13/2016 14:30	4787	0.087	0.077	0.059	0.05	0.054	24.51	15.64	15.66	15.12	14.45	-47.74	20.39	-447	15.21	-525.1	15.9	-373.1	15.3	12.71
7/13/2016 14:45	4788	0.088	0.078	0.059	0.05	0.054	25.78	16.17	15.64	15.12	14.45	-47.87	21.62	-445.6	15.38	-526.4	15.9	-373.2	15.3	12.72
7/13/2016 15:00	4789	0.089	0.078	0.059	0.05	0.054	26.95	16.73	15.62	15.11	14.45	-48.1	22.8	-444.6	15.6	-526.5	15.9	-374.1	15.3	12.75
7/13/2016 15:15	4790	0.089	0.078	0.059	0.05	0.054	28.01	17.32	15.6	15.11	14.45	-48.31	23.99	-442.5	15.83	-527.3	15.84	-374.7	15.3	12.75
7/13/2016 15:30	4791	0.09	0.078	0.059	0.05	0.054	28.92	17.91	15.59	15.12	14.45	-48.59	25.01	-440.8	16.1	-527	15.8	-376.2	15.3	12.76
7/13/2016 15:45	4792	0.09	0.079	0.059	0.05	0.054	29.75	18.51	15.57	15.11	14.45	-48.84	25.97	-437.7	16.39	-528	15.8	-376.7	15.3	12.75
7/13/2016 16:00	4793	0.09	0.079	0.059	0.05	0.054	30.54	19.09	15.56	15.11	14.46	-49.11	26.93	-432.1	16.69	-529.2	15.8	-377.8	15.3	12.76
7/13/2016 16:15	4794	0.091	0.079	0.059	0.05	0.054	31.21	19.68	15.56	15.11	14.44	-49.43	27.8	-426.4	17.01	-528.7	15.8	-378.7	15.3	12.76
7/13/2016 16:30	4795	0.091	0.079	0.059	0.05	0.054	31.74	20.25	15.55	15.1	14.45	-49.71	28.62	-423.6	17.33	-528.9	15.8	-381.1	15.3	12.76
7/13/2016 16:45	4796	0.091	0.079	0.059	0.05	0.054	31.72	20.79	15.54	15.11	14.45	-50.03	29.24	-420.6	17.67	-530.8	15.8	-383.1	15.3	12.76
7/13/2016 17:00	4797	0.091	0.08	0.059	0.05	0.054	31.33	21.29	15.54	15.1	14.45	-50.36	29.76	-418.6	17.99	-530.7	15.8	-384.3	15.3	12.77
7/13/2016 17:15	4798	0.091	0.08	0.059	0.05	0.054	31.17	21.73	15.55	15.1	14.45	-50.71	29.95	-416.9	18.3	-530.9	15.8	-384.6	15.3	12.78
7/13/2016 17:30	4799	0.091	0.08	0.059	0.05	0.054	31.39	22.09	15.56	15.08	14.44	-51.07	30.25	-412.6	18.6	-532.5	15.8	-387.1	15.3	12.78
7/13/2016 17:45	4800	0.09	0.08	0.059	0.05	0.054	30.81	22.42	15.57	15.09	14.44	-51.38	30.25	-406.5	18.88	-533.3	15.73	-388.4	15.3	12.77
7/13/2016 18:00	4801	0.09	0.081	0.059	0.05	0.054	29.89	22.68	15.59	15.08	14.44	-51.78	30.02	-401.7	19.14	-534.8	15.7	-390.2	15.3	12.78
7/13/2016 18:15	4802	0.09	0.081	0.059	0.05	0.054	29.7	22.89	15.6	15.09	14.44	-52.13	30.21	-399.3	19.4	-535.1	15.7	-389.7	15.3	12.77
7/13/2016 18:30	4803	0.089	0.081	0.059	0.05	0.054	30.3	23.1	15.62	15.08	14.44	-52.43	30.75	-396.3	19.69	-536.2	15.7	-390.7	15.3	12.77
7/13/2016 18:45	4804	0.089	0.081	0.059	0.05	0.054	30.49	23.3	15.65	15.08	14.44	-52.77	31.04	-394.7	19.89	-538.1	15.7	-391.2	15.3	12.76
7/13/2016 19:00	4805	0.089	0.081	0.059	0.05	0.054	29.76	23.48	15.68	15.08	14.44	-53.21	30.51	-391.6	20.07	-539	15.7	-392	15.3	12.75
7/13/2016 19:15	4806	0.089	0.08	0.059	0.05	0.054	28.85	23.61	15.72	15.06	14.44	-53.59	29.79	-387.6	20.25	-541.1	15.7	-392.9	15.3	12.76
7/13/2016 19:30	4807	0.088	0.08	0.059	0.05	0.054	28.19	23.68	15.76	15.07	14.44	-54.01	29.17	-383.3	20.41	-542	15.7	-393.7	15.26	12.76
7/13/2016 19:45	4808	0.088	0.08	0.059	0.05	0.054	27.39	23.69	15.79	15.06	14.43	-54.39	28.53	-380.7	20.55	-544	15.75	-394.6	15.21	12.76
7/13/2016 20:00	4809	0.087	0.08	0.059	0.05	0.054	26.54	23.67	15.84	15.05	14.43	-54.8	27.69	-378.8	20.67	-543.9	15.8	-395	15.2	12.75
7/13/2016 20:15	4810	0.087	0.08	0.059	0.05	0.054	25.76	23.59	15.88	15.06	14.43	-55.17	26.93	-377.3	20.78	-546.1	15.8	-395.8	15.2	12.74
7/13/2016 20:30	4811	0.086	0.08	0.059	0.05	0.054	25.04	23.48	15.93	15.05	14.42	-55.46	26.19	-376.1	20.88	-547.2	15.8	-398.3	15.2	12.72
7/13/2016 20:45	4812	0.085	0.08	0.059	0.05	0.054	24.37	23.33	15.98	15.05	14.43	-55.77	25.5	-375.6	20.94	-549.6	15.8	-401	15.2	12.71
7/13/2016 21:00	4813	0.085	0.08	0.059	0.05	0.054	23.74	23.17	16.04	15.06	14.43	-56.01	24.91	-374.7	21	-550.5	15.8	-400.6	15.2	12.72
7/13/2016 21:15	4814	0.084	0.08	0.059	0.05	0.053	23.15	22.98	16.07	15.04	14.43	-56.3	24.35	-373.8	21	-550.9	15.8	-402.3	15.2	12.71
