TOA5	1712	CR6	1712	CR6.Std.02	CPU:VMCprogramGOOD_Pit1.CR6	58711	SoilPit1													
7/22/2016 13:15	5646	0.048	0.062	0.053	0.045	0.047	22.5	19.74	19.38	17.04	15.47	-457.6	20.81	-424.1	20.1	-974	19	-878	16.9	13.25
7/22/2016 13:30	5647	0.049	0.062	0.053	0.045	0.046	23.85	19.84	19.36	17.04	15.46	-421	21.59	-424.9	20.1	-977	19	-879	16.9	13.26
7/22/2016 13:45	5648	0.049	0.062	0.053	0.045	0.046	25.64	19.98	19.33	17.04	15.46	-417.9	22.45	-425.5	20.1	-982	19	-885	16.94	13.27
7/22/2016 14:00	5649	0.049	0.062	0.053	0.045	0.046	27.43	20.21	19.31	17.04	15.48	-412	23.43	-425.6	20.16	-982	19	-886	16.99	13.26
7/22/2016 14:15	5650	0.05	0.062	0.053	0.045	0.046	29.06	20.52	19.29	17.05	15.47	-400.8	24.59	-425.7	20.23	-988	19	-888	17	13.26
7/22/2016 14:30	5651	0.051	0.062	0.053	0.045	0.046	30.46	20.9	19.27	17.06	15.49	-395.8	25.7	-426.1	20.33	-988	19	-892	17	13.26
7/22/2016 14:45	5652	0.051	0.062	0.053	0.045	0.046	31.72	21.34	19.24	17.05	15.48	-386.7	26.91	-424.9	20.46	-989	18.98	-892	17	13.26
7/22/2016 15:00	5653	0.052	0.062	0.053	0.045	0.046	32.91	21.8	19.22	17.06	15.49	-379.4	28.03	-423.2	20.63	-988	18.91	-895	17	13.26
7/22/2016 15:15	5654	0.052	0.062	0.053	0.045	0.047	33.92	22.3	19.2	17.06	15.49	-374.2	29.06	-421.9	20.81	-992	18.9	-895	17	13.27
7/22/2016 15:30	5655	0.052	0.063	0.053	0.045	0.046	34.83	22.8	19.17	17.05	15.49	-367.2	30.08	-420.6	21.01	-992	18.9	-899	17	13.3
7/22/2016 15:45	5656	0.053	0.063	0.053	0.045	0.046	35.69	23.32	19.15	17.06	15.49	-360.3	31	-419	21.23	-994	18.9	-898	17	13.3
7/22/2016 16:00	5657	0.053	0.063	0.053	0.045	0.047	36.44	23.83	19.13	17.05	15.5	-356.5	31.85	-417.8	21.47	-996	18.9	-900	17	13.31
7/22/2016 16:15	5658	0.053	0.063	0.053	0.045	0.047	37.08	24.33	19.12	17.05	15.5	-351.1	32.67	-415.1	21.71	-998	18.9	-901	17	13.3
7/22/2016 16:30	5659	0.053	0.064	0.053	0.045	0.046	37.29	24.83	19.11	17.06	15.49	-345.1	33.43	-409.7	21.96	-999	18.85	-903	17	13.31
7/22/2016 16:45	5660	0.053	0.064	0.053	0.045	0.047	37.29	25.29	19.1	17.05	15.49	-343.8	33.78	-403.5	22.22	-999	18.8	-905	17	13.3
7/22/2016 17:00	5661	0.053	0.064	0.053	0.045	0.047	36.88	25.7	19.09	17.06	15.5	-343.9	33.84	-400.1	22.48	-1003	18.8	-900	17	13.3
7/22/2016 17:15	5662	0.053	0.064	0.053	0.045	0.046	36.39	26.03	19.09	17.05	15.5	-345.1	33.9	-397.7	22.72	-1001	18.8	-909	17	13.3
7/22/2016 17:30	5663	0.052	0.064	0.053	0.045	0.047	35.69	26.32	19.08	17.05	15.5	-346.4	33.82	-395.1	22.97	-1002	18.8	-913	17	13.3
7/22/2016 17:45	5664	0.052	0.064	0.053	0.045	0.047	34.96	26.54	19.09	17.05	15.51	-348.3	33.89	-390.5	23.18	-1004	18.8	-916	17	13.3
7/22/2016 18:00	5665	0.052	0.064	0.053	0.045	0.047	34.39	26.73	19.09	17.05	15.5	-348.8	34.05	-387	23.39	-1004	18.8	-918	17	13.29
7/22/2016 18:15	5666	0.051	0.064	0.053	0.045	0.047	34.27	26.91	19.1	17.05	15.51	-348.7	34.37	-382.5	23.61	-1004	18.8	-923	17	13.27
7/22/2016 18:30	5667	0.051	0.064	0.053	0.045	0.047	34.73	27.07	19.12	17.04	15.51	-345.8	34.78	-379.2	23.79	-1007	18.8	-922	17	13.28
7/22/2016 18:45	5668	0.051	0.064	0.053	0.045	0.046	34.95	27.24	19.14	17.04	15.52	-344.1	35.1	-377.3	23.94	-1007	18.8	-928	17	13.26
7/22/2016 19:00	5669	0.051	0.065	0.053	0.045	0.047	34.39	27.4	19.15	17.04	15.52	-346.5	34.84	-375.6	24.05	-1006	18.8	-930	17	13.27
7/22/2016 19:15	5670	0.051	0.065	0.053	0.045	0.047	33.68	27.5	19.17	17.05	15.52	-354.8	34.35	-373.2	24.17	-1008	18.8	-926	17	13.26
7/22/2016 19:30	5671	0.05	0.065	0.053	0.045	0.047	33.07	27.56	19.2	17.04	15.51	-358.8	33.84	-369.3	24.29	-1007	18.8	-924	17	13.25
7/22/2016 19:45	5672	0.05	0.065	0.053	0.045	0.046	32.36	27.58	19.23	17.04	15.51	-365.3	33.37	-366.2	24.39	-1009	18.8	-935	17	13.26
7/22/2016 20:00	5673	0.05	0.065	0.053	0.045	0.047	31.59	27.57	19.26	17.03	15.53	-374.1	32.72	-363.4	24.48	-1010	18.8	-934	17	13.26
7/22/2016 20:15	5674	0.049	0.065	0.053	0.045	0.047	30.79	27.52	19.28	17.04	15.52	-382.1	31.96	-361.6	24.55	-1008	18.8	-938	17	13.24
7/22/2016 20:30	5675	0.049	0.065	0.053	0.045	0.047	30	27.45	19.33	17.03	15.53	-393.8	31.17	-360.4	24.6	-1011	18.8	-943	17	13.22
7/22/2016 20:45	5676	0.049	0.064	0.053	0.045	0.047	29.27	27.34	19.36	17.03	15.52	-403.2	30.41	-359.5	24.67	-1010	18.8	-929	17	13.22
7/22/2016 21:00	5677	0.048	0.064	0.053	0.045	0.047	28.54	27.19	19.39	17.03	15.52	-415.7	29.71	-359	24.7	-1008	18.8	-936	17	13.22
7/22/2016 21:15	5678	0.048	0.064	0.053	0.045	0.047	27.84	27.02	19.42	17.03	15.53	-424.8	29.01	-358.3	24.7	-1012	18.8	-919	17	13.2
7/22/2016 21:30	5679	0.048	0.064	0.053	0.045	0.047	27.2	26.83	19.47	17.03	15.52	-437.3	28.39	-357.8	24.7	-1009	18.8	-934	17	13.18
7/22/2016 21:45	5680	0.047	0.064	0.053	0.045	0.046	26.58	26.62	19.5	17.03	15.53	-446	27.75	-358.4	24.7	-1012	18.8	-898	17	13.19
7/22/2016 22:00	5681	0.047	0.064	0.053	0.045	0.047	26	26.41	19.54	17.03	15.52	-457.6	27.18	-358.5	24.69	-1012	18.85	-877	17	13.2
7/22/2016 22:15	5682	0.047	0.063	0.053	0.045	0.047	25.44	26.18	19.58	17.02	15.52	-468.7	26.67	-358.3	24.6	-1011	18.9	-869	17	13.19
7/22/2016 22:30	5683	0.047	0.063	0.053	0.045	0.047	24.92	25.95	19.62	17.02	15.53	-477.9	26.11	-359.1	24.57	-1012	18.9	-867	17	13.19
7/22/2016 22:45	5684	0.046	0.063	0.053	0.045	0.047	24.45	25.72	19.66	17.02	15.53	-493.3	25.61	-359.5	24.5	-1010	18.9	-861	17	13.17
7/22/2016 23:00	5685	0.046	0.064	0.053	0.045	0.047	24.05	25.48	19.69	17.03	15.53	-500.4	25.19	-360.9	24.42	-1012	18.9	-867	17	13.15
7/22/2016 23:15	5686	0.046	0.064	0.053	0.045	0.046	23.74	25.26	19.73	17.03	15.52	-509.1	24.87	-361.3	24.34	-1010	18.94	-861	17	13.14
7/22/2016 23:30	5687	0.046	0.063	0.053	0.045	0.046	23.46	25.03	19.76	17.03	15.53	-522.3	24.55	-362.5	24.25	-1012	19	-864	17	13.15
7/22/2016 23:45	5688	0.046	0.063	0.053	0.045	0.046	23.21	24.8	19.79	17.02	15.53	-530.1	24.27	-363.7	24.16	-1012	19	-864	17	13.15
7/23/2016 0:00	5689	0.046	0.063	0.053	0.045	0.046	22.98	24.6	19.83	17.03	15.53	-534.7	24.01	-366.4	24.06	-1011	19	-864	17	13.14
7/23/2016 0:15	5690	0.046	0.063	0.053	0.045	0.047	22.75	24.4	19.86	17.03	15.53	-539.7	23.76	-367.5	23.96	-1010	19	-865	17	13.15
7/23/2016 0:30	5691	0.046	0.063	0.053	0.045	0.047	22.53	24.2	19.89	17.03	15.53	-548.2	23.45	-371.2	23.85	-1012	19	-864	17	13.14
7/23/2016 0:45	5692	0.046	0.063	0.053	0.045	0.046	22.3	24.03	19.91	17.03	15.53	-557.8	23.21	-374.1	23.75	-1011	19.08	-863	17	13.15
7/23/2016 1:00	5693	0.045	0.063	0.053	0.045	0.046	22.07	23.85	19.93	17.04	15.52	-567.6	22.99	-375.4	23.62	-1012	19.1	-866	17	13.14
7/23/2016 1:15	5694	0.045	0.063	0.053	0.045	0.046	21.85	23.67	19.95	17.04	15.54	-570.6	22.77	-376.2	23.47	-1011	19.1	-867	17	13.13
7/23/2016 1:30	5695	0.045	0.062	0.053	0.045	0.046	21.62	23.51	19.97	17.05	15.54	-575.4	22.54	-377.9	23.37	-1010	19.1	-865	17	13.12
7/23/2016 1:45	5696	0.045	0.062	0.053	0.045	0.047	21.36	23.35	19.99	17.05	15.54	-582.2	22.31	-379.1	23.25	-1009	19.1	-866	17	13.13
7/23/2016 2:00	5697	0.045	0.062	0.053	0.045	0.046	21.09	23.19	20.01	17.05	15.53	-591.3	22.08	-380.9	23.15	-1012	19.12	-866	17	13.11
7/23/2016 2:15	5698	0.045	0.062	0.053	0.045	0.046	20.84	23.03	20.01	17.04	15.54	-601.7	21.83	-381.9	23.05	-1009	19.2	-865	17	13.11
7/23/2016 2:30	5699	0.044	0.062	0.053	0.045	0.046	20.6	22.87	20.02	17.05	15.54	-610.6	21.61	-385.6	22.96	-1012	19.2	-866	17	13.11
7/23/2016 2:45	5700	0.044	0.062	0.053	0.045	0.046	20.37	22.7	20.02	17.06	15.54	-614.3	21.39	-387.9	22.86	-1010	19.2	-866	17	13.11
7/23/2016 3:00	5701	0.044	0.062	0.053	0.045	0.046	20.12	22.55	20.03	17.06	15.54	-617	21.16	-390.3	22.75	-1008	19.2	-864	17	13.11
7/23/2016 3:15	5702	0.044	0.062	0.053	0.045	0.047	19.86	22.39	20.05	17.07	15.54	-619.9	20.92	-392.9	22.65	-1010	19.2	-864	17	13.11
7/23/2016 3:30	5703	0.045	0.062	0.053	0.045	0.046	19.61	22.24	20.04	17.08	15.54	-624.3	20.69	-394.9	22.55	-1010	19.2	-865	17	13.12
7/23/2016 3:45	5704	0.044	0.062	0.053	0.045	0.046	19.37	22.08	20.05	17.07	15.55	-629.3	20.47	-395.7	22.45	-1008	19.2	-864	17	13.11
7/23/2016 4:00	5705	0.044	0.062	0.053	0.045	0.046	19.12	21.92	20.04	17.08	15.55	-638.3	20.23	-396.8	22.35	-1010	19.23	-865	17	13.11
7/23/2016 4:15	5706	0.044	0.062	0.053	0.045	0.046	18.88	21.76	20.05	17.09	15.55	-640.9	20.01	-398.2	22.25	-1011	19.3	-864	17	13.11
7/23/2016 4:30	5707	0.044	0.062	0.053	0.045	0.046	18.64	21.61	20.03	17.09	15.55	-673.8	19.79	-399.1	22.15	-1010	19.3	-863	17	13.1
7/23/2016 4:45	5708	0.044	0.062	0.053	0.045	0.046	18.4	21.45	20.03	17.1	15.55	-751.9	19.52	-400.7	22.05	-1010	19.3	-863	17	13.09
7/23/2016 5:00	5709	0.044	0.062	0.053	0.045	0.046	18.16	21.29	20.03	17.1	15.57	-802	19.26	-402.6	21.95	-1008	19.3	-863	17	13.08
7/23/2016 5:15	5710	0.044	0.062	0.053	0.045	0.046	17.94	21.14	20.02	17.12	15.56	-830	19.03	-405.3	21.85	-1010	19.3	-862	17	13.08
7/23/2016 5:30	5711	0.044	0.062	0.053	0.045	0.046	17.75	20.98	20.02	17.11	15.56	-830	18.82	-407.2	21.74	-1010	19.3	-863	17	13.08
7/23/2016 5:45	5712	0.044	0.062	0.053	0.045	0.046	17.55	20.83	20	17.12	15.56	-827	18.64	-412.5	21.64	-1011	19.3	-861	17	13.07
7/23/2016 6:00	5713	0.044	0.062	0.053	0.045	0.047	17.37	20.68	20	17.13	15.56	-829	18.45	-414.5	21.54	-1012	19.3	-860	17	13.07
7/23/2016 6:15	5714	0.043	0.062	0.053	0.045	0.046	17.2	20.53	19.98	17.13	15.57	-829	18.28	-416.3	21.43	-1011	19.3	-859	17	13.08
7/23/2016 6:30	5715	0.043	0.061	0.053	0.045	0.046	17.01	20.39	19.96	17.13	15.57	-831	18.1	-417.3	21.33	-1013	19.3	-861	17	13.07
7/23/2016 6:45	5716	0.043	0.061	0.053	0.045	0.046	16.82	20.25	19.95	17.14	15.58	-829	17.92	-418.9	21.23	-1009	19.3	-859	17.01	13.07
7/23/2016 7:00	5717	0.043	0.061	0.053	0.045	0.046	16.66	20.1	19.94	17.15	15.58	-829	17.75	-420.2	21.13	-1010	19.3	-859	17.06	13.07
7/23/2016 7:15	5718	0.043	0.061	0.053	0.045	0.046	16.52	19.96	19.92	17.15	15.58	-829	17.6	-421.6	21.03	-1012	19.3	-857	17.1	13.07
7/23/2016 7:30	5719	0.043	0.061	0.053	0.045	0.046	16.39	19.83	19.91	17.15	15.58	-825	17.45	-422.4	20.93	-1015	19.3	-858	17.1	13.07
7/23/2016 7:45	5720	0.043	0.061	0.053	0.045	0.046	16.27	19.7	19.89	17.16	15.59	-821	17.33	-424.5	20.83	-1013	19.3	-856	17.1	13.07
7/23/2016 8:00	5721	0.043	0.061	0.053	0.045	0.046	16.18	19.57	19.86	17.17	15.58	-816	17.22	-425.9	20.72	-1013	19.3	-858	17.1	13.07
7/23/2016 8:15	5722	0.043	0.061	0.053	0.045	0.046	16.14	19.45	19.85	17.17	15.59	-815	17.11	-428.8	20.62	-1013	19.3	-856	17.1	13.07
7/23/2016 8:30	5723	0.043	0.061	0.053	0.045	0.046	16.17	19.32	19.82	17.18	15.59	-807	17.1	-431.4	20.53	-1016	19.3	-856	17.1	13.08
7/23/2016 8:45	5724	0.043	0.061	0.053	0.045	0.046	16.22	19.22	19.8	17.18	15.6	-803	17.1	-434.3	20.43	-1016	19.3	-854	17.1	13.08
7/23/2016 9:00	5725	0.043	0.061	0.053	0.045	0.046	16.3	19.12	19.78	17.18	15.59	-779.5	17.1	-438.6	20.33	-1016	19.3	-855	17.1	13.07
7/23/2016 9:15	5726	0.043	0.061	0.053	0.045	0.046	16.39	19.03	19.76	17.18	15.6	-782.7	17.15	-439.5	20.25	-1016	19.3	-854	17.1	13.06
7/23/2016 9:30	5727	0.043	0.061	0.053	0.045	0.046	16.48	18.95	19.73	17.19	15.6	-774.9	17.2	-441.4	20.17	-1017	19.3	-854	17.1	13.08
7/23/2016 9:45	5728	0.043	0.061	0.053	0.045	0.046	16.55	18.89	19.71	17.2	15.6	-769.4	17.24	-442.4	20.09	-1018	19.28	-852	17.1	13.07
7/23/2016 10:00	5729	0.043	0.061	0.053	0.045	0.046	16.63	18.83	19.69	17.2	15.6	-764.1	17.3	-443.2	20	-1018	19.2	-852	17.1	13.07
7/23/2016 10:15	5730	0.043	0.061	0.053	0.045	0.046	16.72	18.77	19.66	17.19	15.61	-756	17.34	-444.6	19.91	-1020	19.2	-853	17.1	13.07
7/23/2016 10:30	5731	0.043	0.061	0.053	0.045	0.046	16.82	18.73	19.64	17.2	15.6	-751.5	17.4	-445.7	19.85	-1021	19.2	-853	17.1	13.07
7/23/2016 10:45	5732	0.043	0.061	0.053	0.045	0.046	16.92	18.69	19.61	17.2	15.61	-746.3	17.49	-447.2	19.8	-1020	19.2	-850	17.1	13.07
7/23/2016 11:00	5733	0.043	0.061	0.053	0.045	0.046	16.99	18.66	19.58	17.21	15.62	-741.6	17.55	-447.6	19.71	-1025	19.2	-852	17.1	13.07
7/23/2016 11:15	5734	0.043	0.061	0.053	0.045	0.046	17.08	18.64	19.56	17.21	15.62	-733.1	17.61	-449.7	19.69	-1021	19.2	-850	17.1	13.07
7/23/2016 11:30	5735	0.043	0.061	0.053	0.045	0.046	17.16	18.61	19.52	17.21	15.62	-728.9	17.7	-450.1	19.6	-1026	19.2	-850	17.1	13.08
7/23/2016 11:45	5736	0.043	0.061	0.053	0.045	0.046	17.27	18.59	19.5	17.22	15.63	-722	17.77	-452.4	19.59	-1023	19.2	-854	17.1	13.1
7/23/2016 12:00	5737	0.043	0.061	0.053	0.045	0.047	17.38	18.58	19.47	17.22	15.62	-719.8	17.84	-454.8	19.42	-1027	19.19	-853	17.1	13.11
7/23/2016 12:15	5738	0.043	0.061	0.053	0.045	0.046	17.51	18.57	19.45	17.22	15.62	-716.3	17.94	-456.5	19.4	-1029	19.13	-855	17.1	13.11
7/23/2016 12:30	5739	0.043	0.061	0.053	0.045	0.046	17.83	18.55	19.41	17.23	15.63	-711.9	18.05	-460	19.37	-1030	19.1	-855	17.1	13.11
7/23/2016 12:45	5740	0.043	0.061	0.053	0.045	0.046	18.74	18.56	19.39	17.23	15.63	-706.8	18.23	-462.3	19.3	-1030	19.1	-856	17.1	13.11
7/23/2016 13:00	5741	0.043	0.061	0.053	0.045	0.046	19.53	18.57	19.36	17.22	15.64	-697	18.57	-464	19.3	-1034	19.1	-856	17.1	13.11
7/23/2016 13:15	5742	0.044	0.061	0.053	0.045	0.046	20.71	18.61	19.34	17.22	15.64	-677.6	19.09	-465.8	19.3	-1032	19.1	-855	17.1	13.11
7/23/2016 13:30	5743	0.044	0.061	0.053	0.045	0.046	22.09	18.7	19.31	17.23	15.64	-613.2	19.96	-465.6	19.3	-1034	19.1	-858	17.1	13.11
7/23/2016 13:45	5744	0.045	0.061	0.053	0.045	0.046	23.94	18.84	19.27	17.22	15.65	-536.1	20.85	-466.4	19.3	-1036	19.09	-857	17.1	13.11
7/23/2016 14:00	5745	0.045	0.061	0.053	0.045	0.046	25.78	19.07	19.24	17.23	15.65	-528.9	21.87	-466.3	19.3	-1038	19.01	-860	17.1	13.11
7/23/2016 14:15	5746	0.045	0.061	0.052	0.045	0.046	27.44	19.37	19.22	17.23	15.65	-511.5	23.01	-466.4	19.39	-1042	19	-859	17.1	13.11
7/23/2016 14:30	5747	0.046	0.061	0.052	0.045	0.046	28.93	19.74	19.18	17.23	15.65	-501.1	24.28	-466.9	19.51	-1046	19	-859	17.1	13.14
7/23/2016 14:45	5748	0.046	0.061	0.052	0.045	0.046	30.28	20.17	19.16	17.22	15.65	-492.2	25.44	-466.4	19.66	-1050	19	-860	17.1	13.15
7/23/2016 15:00	5749	0.047	0.061	0.052	0.044	0.046	31.5	20.64	19.14	17.23	15.66	-477.7	26.65	-465	19.82	-1051	19	-861	17.1	13.17
7/23/2016 15:15	5750	0.047	0.061	0.052	0.044	0.046	32.61	21.15	19.1	17.23	15.66	-469.3	27.77	-462.4	19.99	-1057	19	-863	17.1	13.17
7/23/2016 15:30	5751	0.047	0.061	0.052	0.044	0.046	33.6	21.66	19.08	17.23	15.66	-464.1	28.85	-459.9	20.19	-1053	18.92	-863	17.1	13.18
7/23/2016 15:45	5752	0.048	0.061	0.052	0.044	0.046	34.5	22.18	19.06	17.23	15.67	-453	29.83	-455.9	20.4	-1056	18.9	-864	17.1	13.18
7/23/2016 16:00	5753	0.048	0.061	0.052	0.044	0.046	35.33	22.7	19.04	17.22	15.66	-444.8	30.77	-452.6	20.63	-1060	18.9	-864	17.1	13.18
7/23/2016 16:15	5754	0.048	0.062	0.052	0.044	0.046	35.97	23.22	19.02	17.22	15.66	-441.3	31.65	-448.4	20.88	-1068	18.9	-865	17.1	13.19
7/23/2016 16:30	5755	0.049	0.062	0.052	0.044	0.046	36.17	23.71	18.99	17.22	15.67	-437.2	32.41	-446.2	21.12	-1068	18.9	-867	17.1	13.19
7/23/2016 16:45	5756	0.049	0.062	0.052	0.044	0.046	36.24	24.19	18.99	17.22	15.67	-435	32.83	-443.7	21.39	-1072	18.85	-869	17.1	13.19
7/23/2016 17:00	5757	0.048	0.062	0.052	0.044	0.046	35.83	24.61	18.97	17.21	15.67	-437.7	32.95	-441.7	21.64	-1072	18.8	-869	17.1	13.2
7/23/2016 17:15	5758	0.048	0.062	0.052	0.044	0.046	35.34	24.97	18.96	17.21	15.68	-439.9	33	-438.5	21.89	-1079	18.8	-871	17.1	13.19
7/23/2016 17:30	5759	0.048	0.062	0.052	0.044	0.046	34.57	25.27	18.95	17.21	15.68	-442.1	32.9	-433.7	22.13	-1085	18.8	-870	17.1	13.19
7/23/2016 17:45	5760	0.047	0.062	0.052	0.044	0.046	33.78	25.49	18.95	17.2	15.67	-445.2	32.9	-426.9	22.34	-1085	18.8	-873	17.1	13.18
7/23/2016 18:00	5761	0.047	0.062	0.052	0.044	0.046	33.2	25.69	18.95	17.2	15.68	-446.9	33.01	-423.2	22.55	-1094	18.8	-875	17.1	13.18
7/23/2016 18:15	5762	0.047	0.063	0.052	0.044	0.046	33.04	25.85	18.96	17.2	15.68	-449.1	33.35	-420.3	22.73	-1095	18.8	-874	17.1	13.17
7/23/2016 18:30	5763	0.046	0.063	0.052	0.044	0.046	33.53	26.03	18.96	17.2	15.68	-448.5	33.8	-418.1	22.88	-1096	18.8	-877	17.1	13.18
7/23/2016 18:45	5764	0.046	0.063	0.052	0.044	0.046	33.82	26.21	18.98	17.19	15.68	-446.3	34.2	-416.9	23.03	-1095	18.8	-877	17.1	13.18
7/23/2016 19:00	5765	0.046	0.063	0.052	0.044	0.046	33.26	26.35	19	17.18	15.68	-451	33.92	-412.6	23.15	-1100	18.74	-879	17.1	13.18
7/23/2016 19:15	5766	0.046	0.063	0.052	0.044	0.046	32.48	26.47	19.01	17.2	15.69	-463.8	33.4	-408.2	23.27	-1100	18.7	-880	17.1	13.19
7/23/2016 19:30	5767	0.046	0.063	0.052	0.044	0.046	31.89	26.54	19.03	17.19	15.68	-471.2	32.89	-402.8	23.39	-1103	18.7	-885	17.1	13.19
7/23/2016 19:45	5768	0.046	0.063	0.052	0.044	0.046	31.17	26.57	19.06	17.18	15.67	-483.3	32.35	-400.8	23.49	-1106	18.7	-884	17.1	13.19
7/23/2016 20:00	5769	0.045	0.063	0.052	0.044	0.046	30.36	26.56	19.08	17.18	15.68	-500	31.63	-398.1	23.65	-1107	18.7	-888	17.1	13.16
7/23/2016 20:15	5770	0.045	0.063	0.052	0.044	0.046	29.55	26.53	19.1	17.16	15.68	-517.4	30.86	-397.3	23.74	-1107	18.7	-890	17.1	13.16
7/23/2016 20:30	5771	0.044	0.063	0.052	0.044	0.046	28.77	26.46	19.13	17.17	15.68	-534.2	30.08	-396	23.8	-1111	18.7	-890	17.1	13.14
7/23/2016 20:45	5772	0.044	0.063	0.052	0.044	0.046	28.04	26.36	19.17	17.16	15.69	-548.9	29.3	-395.1	23.88	-1109	18.7	-894	17.1	13.15
7/23/2016 21:00	5773	0.044	0.063	0.052	0.044	0.046	27.34	26.22	19.2	17.17	15.69	-569.6	28.61	-393.4	23.9	-1113	18.77	-894	17.1	13.15
7/23/2016 21:15	5774	0.043	0.063	0.052	0.044	0.046	26.67	26.06	19.23	17.16	15.68	-581.7	27.91	-392.7	23.9	-1110	18.8	-898	17.1	13.12
7/23/2016 21:30	5775	0.043	0.062	0.052	0.044	0.046	26.02	25.87	19.27	17.16	15.69	-605.4	27.28	-391.5	23.9	-1112	18.8	-904	17.1	13.1
