TOA5	1712	CR6	1712	CR6.Std.02	CPU:VMCprogramGOOD_Pit1.CR6	58711	SoilPit1													
7/25/2016 22:00	5969	0.034	0.06	0.051	0.043	0.044	27.67	27.09	19.47	17.18	15.81	-617.1	28.71	-394.2	25	-1308	18.8	-1033	17.2	13.01
7/25/2016 22:15	5970	0.034	0.06	0.051	0.043	0.044	27.11	26.89	19.52	17.18	15.81	-626.7	28.16	-393.9	24.97	-1309	18.83	-1033	17.2	12.99
7/25/2016 22:30	5971	0.034	0.06	0.051	0.043	0.044	26.6	26.68	19.56	17.19	15.81	-641	27.6	-393.7	24.9	-1305	18.9	-1037	17.2	12.99
7/25/2016 22:45	5972	0.034	0.06	0.051	0.043	0.044	26.12	26.46	19.61	17.19	15.81	-656.9	27.13	-393.8	24.88	-1314	18.9	-1038	17.2	12.99
7/25/2016 23:00	5973	0.033	0.06	0.051	0.043	0.044	25.66	26.24	19.65	17.18	15.8	-667.6	26.7	-393.9	24.8	-1307	18.9	-1036	17.2	13
7/25/2016 23:15	5974	0.033	0.06	0.051	0.043	0.044	25.24	26.03	19.69	17.18	15.81	-674.7	26.27	-395.5	24.75	-1312	18.9	-1039	17.2	12.99
7/25/2016 23:30	5975	0.033	0.06	0.051	0.043	0.044	24.85	25.81	19.73	17.19	15.81	-689	25.81	-395.9	24.68	-1313	18.99	-1039	17.2	12.98
7/25/2016 23:45	5976	0.033	0.06	0.051	0.043	0.044	24.48	25.6	19.78	17.19	15.82	-701.5	25.46	-396.3	24.6	-1313	19	-1040	17.2	12.96
7/26/2016 0:00	5977	0.033	0.06	0.051	0.043	0.044	24.13	25.39	19.81	17.18	15.81	-713.5	25.13	-396.7	24.5	-1313	19	-1039	17.2	12.94
7/26/2016 0:15	5978	0.033	0.06	0.051	0.043	0.044	23.82	25.19	19.84	17.18	15.81	-722.2	24.82	-397.7	24.41	-1314	19	-1040	17.2	12.96
7/26/2016 0:30	5979	0.033	0.06	0.051	0.043	0.044	23.52	24.97	19.88	17.19	15.81	-726.8	24.52	-398.7	24.32	-1308	19	-1043	17.2	12.96
7/26/2016 0:45	5980	0.033	0.06	0.051	0.043	0.044	23.24	24.79	19.9	17.19	15.8	-731.3	24.25	-400.2	24.23	-1312	19.1	-1040	17.2	12.95
7/26/2016 1:00	5981	0.032	0.06	0.051	0.043	0.044	22.97	24.59	19.94	17.2	15.8	-740.9	23.98	-401.7	24.13	-1311	19.1	-1039	17.2	12.96
7/26/2016 1:15	5982	0.032	0.059	0.051	0.043	0.044	22.72	24.41	19.96	17.2	15.81	-743.7	23.71	-404.2	24.03	-1307	19.1	-1043	17.2	12.96
7/26/2016 1:30	5983	0.032	0.059	0.051	0.043	0.044	22.48	24.24	20	17.2	15.8	-753	23.41	-406.5	23.93	-1307	19.1	-1041	17.2	12.96
7/26/2016 1:45	5984	0.032	0.059	0.051	0.043	0.044	22.26	24.06	20.01	17.2	15.8	-769	23.17	-411.3	23.84	-1306	19.15	-1040	17.2	12.95
7/26/2016 2:00	5985	0.032	0.059	0.051	0.043	0.044	22.04	23.88	20.04	17.2	15.8	-780.8	22.95	-412.7	23.74	-1307	19.2	-1041	17.2	12.94
7/26/2016 2:15	5986	0.032	0.059	0.051	0.043	0.044	21.84	23.72	20.06	17.21	15.81	-787.6	22.73	-416	23.59	-1306	19.2	-1041	17.2	12.95
7/26/2016 2:30	5987	0.032	0.059	0.051	0.043	0.044	21.64	23.56	20.08	17.21	15.81	-791.8	22.55	-417.4	23.45	-1305	19.2	-1040	17.2	12.96
7/26/2016 2:45	5988	0.032	0.059	0.051	0.043	0.044	21.46	23.4	20.09	17.21	15.81	-793.7	22.35	-419.1	23.36	-1305	19.2	-1042	17.2	12.96
7/26/2016 3:00	5989	0.032	0.059	0.051	0.043	0.044	21.3	23.25	20.11	17.22	15.81	-798.6	22.18	-419.8	23.25	-1304	19.21	-1043	17.2	12.95
7/26/2016 3:15	5990	0.032	0.059	0.051	0.043	0.044	21.14	23.1	20.11	17.23	15.8	-805	22.03	-421.4	23.15	-1296	19.29	-1042	17.2	12.94
7/26/2016 3:30	5991	0.032	0.059	0.051	0.043	0.044	20.98	22.96	20.13	17.23	15.81	-808	21.85	-423.2	23.05	-1297	19.3	-1041	17.2	12.93
7/26/2016 3:45	5992	0.032	0.059	0.051	0.043	0.044	20.82	22.82	20.13	17.23	15.81	-815	21.7	-425.9	22.97	-1302	19.3	-1040	17.2	12.94
7/26/2016 4:00	5993	0.032	0.059	0.051	0.043	0.044	20.65	22.68	20.14	17.23	15.8	-818	21.55	-429	22.87	-1302	19.3	-1040	17.2	12.94
7/26/2016 4:15	5994	0.032	0.059	0.051	0.043	0.044	20.5	22.55	20.15	17.24	15.81	-832	21.39	-434	22.77	-1296	19.3	-1040	17.2	12.94
7/26/2016 4:30	5995	0.032	0.059	0.051	0.043	0.044	20.35	22.42	20.15	17.25	15.8	-833	21.25	-437.2	22.69	-1299	19.3	-1038	17.2	12.93
7/26/2016 4:45	5996	0.031	0.059	0.051	0.043	0.044	20.21	22.3	20.16	17.25	15.81	-850	21.1	-439.6	22.59	-1299	19.34	-1040	17.2	12.93
7/26/2016 5:00	5997	0.031	0.059	0.051	0.043	0.044	20.08	22.17	20.15	17.26	15.82	-851	20.96	-441.2	22.5	-1297	19.39	-1038	17.2	12.93
7/26/2016 5:15	5998	0.031	0.059	0.051	0.043	0.044	19.95	22.05	20.15	17.26	15.81	-862	20.84	-442.6	22.41	-1296	19.4	-1039	17.2	12.93
7/26/2016 5:30	5999	0.031	0.059	0.051	0.043	0.044	19.82	21.93	20.14	17.27	15.81	-865	20.7	-444.4	22.31	-1292	19.4	-1038	17.2	12.92
7/26/2016 5:45	6000	0.031	0.059	0.051	0.043	0.044	19.66	21.82	20.13	17.28	15.81	-868	20.56	-445.3	22.23	-1297	19.4	-1036	17.2	12.92
7/26/2016 6:00	6001	0.031	0.059	0.051	0.043	0.044	19.51	21.71	20.14	17.28	15.81	-870	20.42	-447.3	22.15	-1297	19.4	-1037	17.2	12.92
7/26/2016 6:15	6002	0.031	0.058	0.051	0.043	0.044	19.36	21.59	20.13	17.29	15.82	-873	20.27	-448.4	22.07	-1297	19.4	-1035	17.2	12.91
7/26/2016 6:30	6003	0.031	0.058	0.051	0.043	0.044	19.23	21.48	20.12	17.29	15.82	-877	20.15	-450.6	21.99	-1298	19.4	-1035	17.2	12.92
7/26/2016 6:45	6004	0.031	0.058	0.051	0.043	0.044	19.1	21.37	20.12	17.3	15.82	-878	20.02	-453.5	21.9	-1294	19.4	-1033	17.2	12.92
7/26/2016 7:00	6005	0.031	0.058	0.051	0.043	0.044	18.98	21.25	20.1	17.3	15.82	-884	19.88	-456.8	21.82	-1295	19.4	-1034	17.2	12.91
7/26/2016 7:15	6006	0.031	0.058	0.051	0.043	0.044	18.85	21.15	20.09	17.31	15.82	-887	19.76	-461	21.74	-1299	19.4	-1033	17.2	12.91
7/26/2016 7:30	6007	0.031	0.058	0.051	0.043	0.044	18.75	21.05	20.08	17.31	15.83	-893	19.65	-464.8	21.66	-1294	19.4	-1032	17.2	12.92
7/26/2016 7:45	6008	0.03	0.058	0.051	0.043	0.044	18.66	20.95	20.07	17.32	15.83	-895	19.52	-466	21.59	-1298	19.4	-1029	17.23	12.91
7/26/2016 8:00	6009	0.03	0.058	0.051	0.043	0.044	18.59	20.85	20.06	17.32	15.83	-904	19.39	-467.8	21.5	-1307	19.4	-1029	17.3	12.92
7/26/2016 8:15	6010	0.031	0.058	0.051	0.043	0.044	18.58	20.76	20.05	17.33	15.84	-913	19.31	-468.6	21.42	-1301	19.4	-1028	17.3	12.92
7/26/2016 8:30	6011	0.031	0.058	0.051	0.043	0.044	18.65	20.66	20.03	17.34	15.84	-903	19.3	-470.2	21.35	-1297	19.4	-1027	17.3	12.92
7/26/2016 8:45	6012	0.03	0.058	0.051	0.043	0.044	18.77	20.57	20.02	17.34	15.84	-908	19.38	-470.5	21.29	-1300	19.4	-1023	17.3	12.92
7/26/2016 9:00	6013	0.03	0.058	0.051	0.043	0.044	18.92	20.49	20	17.35	15.84	-901	19.45	-472	21.2	-1295	19.4	-1024	17.3	12.91
7/26/2016 9:15	6014	0.03	0.058	0.051	0.043	0.044	19.09	20.44	19.99	17.35	15.84	-903	19.63	-473.2	21.13	-1297	19.4	-1023	17.3	12.92
7/26/2016 9:30	6015	0.03	0.058	0.051	0.043	0.044	19.29	20.38	19.97	17.35	15.84	-892	19.75	-474.8	21.07	-1304	19.4	-1020	17.3	12.92
7/26/2016 9:45	6016	0.03	0.058	0.051	0.043	0.044	19.5	20.34	19.95	17.36	15.85	-883	19.91	-476.3	21	-1312	19.4	-1021	17.3	12.92
7/26/2016 10:00	6017	0.031	0.058	0.051	0.043	0.044	19.69	20.32	19.93	17.37	15.85	-879	20.05	-478.8	20.93	-1299	19.4	-1019	17.3	12.92
7/26/2016 10:15	6018	0.031	0.058	0.051	0.043	0.044	19.89	20.3	19.91	17.37	15.86	-878	20.21	-481.1	20.9	-1309	19.4	-1017	17.3	12.94
7/26/2016 10:30	6019	0.031	0.057	0.051	0.043	0.044	20.11	20.3	19.89	17.38	15.85	-875	20.36	-482	20.83	-1311	19.4	-1018	17.3	12.94
7/26/2016 10:45	6020	0.031	0.057	0.051	0.043	0.044	20.34	20.3	19.87	17.39	15.86	-868	20.55	-484	20.8	-1310	19.4	-1017	17.3	12.94
7/26/2016 11:00	6021	0.031	0.057	0.051	0.043	0.044	20.58	20.32	19.86	17.38	15.86	-867	20.73	-486.4	20.77	-1318	19.4	-1022	17.3	12.96
7/26/2016 11:15	6022	0.031	0.057	0.051	0.043	0.044	20.78	20.33	19.83	17.39	15.86	-860	20.91	-488.9	20.7	-1314	19.4	-1021	17.3	12.94
7/26/2016 11:30	6023	0.031	0.057	0.051	0.043	0.044	20.97	20.36	19.82	17.39	15.86	-856	21.06	-492	20.7	-1324	19.4	-1019	17.3	12.95
7/26/2016 11:45	6024	0.031	0.057	0.051	0.043	0.044	21.14	20.4	19.79	17.4	15.86	-847	21.22	-493.5	20.7	-1330	19.4	-1024	17.3	12.95
7/26/2016 12:00	6025	0.031	0.057	0.051	0.043	0.044	21.3	20.43	19.77	17.4	15.87	-836	21.36	-493.5	20.7	-1327	19.4	-1024	17.3	12.94
7/26/2016 12:15	6026	0.031	0.057	0.051	0.043	0.044	21.49	20.46	19.75	17.41	15.87	-827	21.52	-495.4	20.61	-1323	19.33	-1031	17.3	12.95
7/26/2016 12:30	6027	0.031	0.057	0.051	0.043	0.044	21.89	20.51	19.72	17.41	15.87	-831	21.68	-496.1	20.6	-1325	19.3	-1030	17.3	12.95
7/26/2016 12:45	6028	0.031	0.057	0.051	0.043	0.044	22.84	20.55	19.71	17.41	15.88	-816	21.92	-497.2	20.6	-1335	19.3	-1030	17.3	12.95
7/26/2016 13:00	6029	0.031	0.057	0.051	0.043	0.044	23.74	20.61	19.68	17.41	15.88	-801	22.41	-496.8	20.6	-1334	19.3	-1030	17.3	12.95
7/26/2016 13:15	6030	0.032	0.057	0.051	0.043	0.044	24.86	20.69	19.67	17.41	15.88	-787	22.97	-498	20.61	-1335	19.3	-1032	17.3	12.94
7/26/2016 13:30	6031	0.032	0.057	0.051	0.043	0.044	26.18	20.81	19.64	17.42	15.88	-764	23.79	-497.9	20.7	-1343	19.3	-1036	17.3	12.95
7/26/2016 13:45	6032	0.032	0.057	0.051	0.043	0.044	27.98	20.99	19.62	17.42	15.88	-734.2	24.71	-497.4	20.7	-1345	19.3	-1036	17.3	12.95
7/26/2016 14:00	6033	0.033	0.057	0.05	0.043	0.044	29.82	21.23	19.6	17.41	15.89	-711.6	25.73	-497.5	20.77	-1336	19.3	-1038	17.3	12.95
7/26/2016 14:15	6034	0.033	0.057	0.051	0.043	0.044	31.51	21.53	19.57	17.42	15.89	-672.8	26.96	-496.8	20.85	-1347	19.3	-1037	17.3	12.97
7/26/2016 14:30	6035	0.033	0.057	0.051	0.043	0.044	33.04	21.9	19.56	17.42	15.89	-644.8	28.21	-496.7	20.96	-1346	19.3	-1040	17.3	12.98
7/26/2016 14:45	6036	0.034	0.058	0.05	0.043	0.044	34.4	22.33	19.53	17.42	15.89	-618.2	29.43	-495.7	21.09	-1349	19.22	-1040	17.3	12.98
7/26/2016 15:00	6037	0.034	0.058	0.05	0.043	0.044	35.63	22.79	19.52	17.42	15.89	-592	30.63	-494.8	21.25	-1359	19.2	-1041	17.3	13
7/26/2016 15:15	6038	0.035	0.058	0.05	0.043	0.044	36.7	23.28	19.5	17.42	15.9	-570.7	31.75	-491.7	21.45	-1369	19.2	-1042	17.3	12.99
7/26/2016 15:30	6039	0.035	0.058	0.05	0.043	0.044	37.73	23.77	19.49	17.42	15.9	-550.7	32.8	-487	21.64	-1359	19.2	-1040	17.3	13
7/26/2016 15:45	6040	0.035	0.058	0.05	0.043	0.044	38.66	24.27	19.47	17.43	15.9	-533	33.81	-481.6	21.87	-1366	19.2	-1041	17.3	13.03
7/26/2016 16:00	6041	0.035	0.059	0.05	0.043	0.044	39.47	24.78	19.45	17.43	15.9	-516.3	34.75	-476.7	22.11	-1376	19.2	-1042	17.3	13.03
7/26/2016 16:15	6042	0.035	0.059	0.05	0.043	0.044	40.13	25.28	19.44	17.42	15.9	-502.2	35.59	-474.3	22.35	-1375	19.2	-1045	17.32	13.03
7/26/2016 16:30	6043	0.036	0.059	0.05	0.043	0.044	40.41	25.77	19.43	17.43	15.9	-494.7	36.25	-471.1	22.61	-1386	19.2	-1045	17.34	13.03
7/26/2016 16:45	6044	0.035	0.059	0.05	0.043	0.044	40.12	26.22	19.43	17.42	15.91	-485.3	36.71	-468.4	22.87	-1385	19.2	-1047	17.37	13.04
7/26/2016 17:00	6045	0.035	0.059	0.05	0.043	0.043	39.71	26.64	19.41	17.42	15.91	-480.8	36.89	-465.5	23.12	-1392	19.19	-1046	17.37	13.03
7/26/2016 17:15	6046	0.035	0.059	0.05	0.043	0.043	39.19	26.99	19.42	17.42	15.91	-479.1	36.9	-457.3	23.39	-1398	19.13	-1048	17.39	13.02
7/26/2016 17:30	6047	0.035	0.06	0.05	0.043	0.043	38.55	27.28	19.42	17.42	15.9	-479.3	36.77	-450	23.68	-1403	19.1	-1049	17.39	13.03
7/26/2016 17:45	6048	0.034	0.06	0.05	0.043	0.043	37.9	27.51	19.43	17.42	15.9	-479.5	36.7	-446.8	23.93	-1406	19.1	-1050	17.39	13.02
7/26/2016 18:00	6049	0.034	0.06	0.05	0.043	0.043	37.44	27.71	19.44	17.42	15.91	-479.5	36.78	-443	24.13	-1401	19.1	-1052	17.4	13.03
7/26/2016 18:15	6050	0.034	0.06	0.05	0.043	0.043	37.12	27.89	19.45	17.42	15.9	-478.2	36.86	-440.2	24.31	-1404	19.1	-1053	17.4	13.03
7/26/2016 18:30	6051	0.033	0.06	0.05	0.043	0.043	37.4	28.04	19.47	17.42	15.92	-473.8	37.21	-435.2	24.46	-1405	19.1	-1053	17.4	13.03
7/26/2016 18:45	6052	0.033	0.06	0.05	0.043	0.043	37.56	28.18	19.49	17.41	15.91	-470.2	37.49	-428.5	24.63	-1412	19.1	-1054	17.4	13.02
7/26/2016 19:00	6053	0.033	0.06	0.05	0.043	0.043	37	28.34	19.5	17.41	15.92	-471.8	37.28	-424.5	24.75	-1412	19.1	-1056	17.4	13.03
7/26/2016 19:15	6054	0.033	0.06	0.05	0.043	0.043	36.3	28.44	19.53	17.41	15.92	-477.2	36.79	-420.9	24.87	-1410	19.1	-1056	17.4	13.01
7/26/2016 19:30	6055	0.033	0.06	0.05	0.043	0.043	35.75	28.5	19.56	17.41	15.91	-488.5	36.29	-418.4	25	-1416	19.1	-1058	17.4	12.99
7/26/2016 19:45	6056	0.033	0.06	0.05	0.043	0.043	35.03	28.54	19.59	17.41	15.91	-495.4	35.73	-416.2	25.1	-1410	19.1	-1060	17.4	13
7/26/2016 20:00	6057	0.032	0.06	0.05	0.043	0.043	34.18	28.55	19.62	17.41	15.91	-503.5	35.02	-413.7	25.19	-1413	19.1	-1060	17.39	12.99
7/26/2016 20:15	6058	0.032	0.06	0.05	0.043	0.043	33.35	28.53	19.66	17.41	15.91	-516.3	34.21	-409.6	25.27	-1416	19.1	-1060	17.4	12.99
7/26/2016 20:30	6059	0.032	0.06	0.05	0.043	0.043	32.55	28.47	19.69	17.41	15.91	-530.8	33.42	-405.8	25.35	-1418	19.1	-1064	17.38	12.99
7/26/2016 20:45	6060	0.031	0.06	0.05	0.043	0.043	31.77	28.38	19.73	17.4	15.92	-539.3	32.65	-402.2	25.4	-1419	19.19	-1065	17.36	12.99
7/26/2016 21:00	6061	0.031	0.06	0.05	0.043	0.043	30.99	28.27	19.76	17.4	15.92	-553.1	31.9	-400.5	25.47	-1424	19.2	-1068	17.37	12.96
7/26/2016 21:15	6062	0.03	0.06	0.05	0.043	0.043	30.26	28.13	19.81	17.4	15.92	-570.5	31.2	-399.5	25.5	-1422	19.2	-1068	17.35	12.96
7/26/2016 21:30	6063	0.03	0.06	0.05	0.043	0.043	29.58	27.95	19.85	17.4	15.93	-578.1	30.5	-398.7	25.5	-1420	19.2	-1068	17.36	12.95
7/26/2016 21:45	6064	0.03	0.06	0.05	0.043	0.043	28.93	27.78	19.89	17.4	15.91	-593.8	29.91	-397.2	25.5	-1423	19.2	-1070	17.34	12.95
7/26/2016 22:00	6065	0.03	0.06	0.05	0.043	0.043	28.33	27.59	19.92	17.39	15.92	-611	29.26	-397.4	25.5	-1426	19.2	-1072	17.32	12.95
7/26/2016 22:15	6066	0.03	0.06	0.05	0.043	0.043	27.76	27.39	19.96	17.39	15.92	-619.2	28.73	-397.3	25.5	-1425	19.2	-1074	17.35	12.96
7/26/2016 22:30	6067	0.029	0.06	0.05	0.043	0.043	27.25	27.18	20.01	17.39	15.92	-626	28.25	-397	25.43	-1427	19.26	-1076	17.34	12.96
7/26/2016 22:45	6068	0.029	0.059	0.05	0.043	0.043	26.78	26.97	20.05	17.39	15.91	-639.1	27.71	-397	25.4	-1420	19.3	-1077	17.33	12.94
7/26/2016 23:00	6069	0.029	0.059	0.05	0.043	0.043	26.34	26.76	20.09	17.4	15.91	-654.8	27.29	-398.1	25.33	-1425	19.3	-1081	17.31	12.91
7/26/2016 23:15	6070	0.029	0.059	0.05	0.043	0.043	25.96	26.55	20.14	17.4	15.92	-664	26.91	-398	25.27	-1425	19.3	-1085	17.35	12.92
7/26/2016 23:30	6071	0.029	0.059	0.05	0.043	0.043	25.6	26.35	20.17	17.4	15.92	-672.7	26.55	-398.8	25.2	-1426	19.3	-1078	17.36	12.91
7/26/2016 23:45	6072	0.029	0.059	0.05	0.043	0.043	25.27	26.14	20.2	17.4	15.92	-679	26.18	-399.8	25.11	-1425	19.35	-1083	17.38	12.91
7/27/2016 0:00	6073	0.029	0.059	0.05	0.043	0.043	24.96	25.94	20.24	17.4	15.92	-689.3	25.82	-400.1	25.05	-1426	19.4	-1085	17.39	12.92
7/27/2016 0:15	6074	0.028	0.059	0.05	0.043	0.043	24.66	25.75	20.27	17.4	15.92	-702.2	25.53	-401.9	24.96	-1428	19.4	-1089	17.4	12.91
7/27/2016 0:30	6075	0.028	0.058	0.05	0.043	0.043	24.39	25.57	20.31	17.41	15.92	-714.5	25.25	-403.2	24.87	-1416	19.4	-1087	17.4	12.92
7/27/2016 0:45	6076	0.028	0.059	0.051	0.043	0.043	24.1	25.38	20.34	17.41	15.93	-720.9	25.01	-406.9	24.78	-1423	19.4	-1086	17.4	12.92
7/27/2016 1:00	6077	0.028	0.058	0.051	0.043	0.043	23.85	25.2	20.37	17.41	15.92	-725.1	24.75	-409.3	24.69	-1427	19.45	-1087	17.4	12.9
7/27/2016 1:15	6078	0.028	0.059	0.051	0.043	0.043	23.59	25.01	20.39	17.41	15.92	-728.9	24.49	-411.9	24.59	-1425	19.54	-1087	17.4	12.91
7/27/2016 1:30	6079	0.028	0.059	0.051	0.043	0.043	23.33	24.85	20.42	17.42	15.93	-735	24.25	-414.2	24.49	-1425	19.6	-1091	17.4	12.9
7/27/2016 1:45	6080	0.028	0.059	0.05	0.043	0.043	23.1	24.68	20.44	17.42	15.93	-737.3	24.01	-416.7	24.4	-1425	19.6	-1092	17.4	12.89
7/27/2016 2:00	6081	0.028	0.059	0.05	0.043	0.043	22.89	24.52	20.46	17.42	15.93	-751.7	23.8	-418.5	24.3	-1422	19.6	-1094	17.4	12.89
7/27/2016 2:15	6082	0.028	0.059	0.05	0.043	0.043	22.68	24.36	20.47	17.42	15.92	-752.1	23.54	-419.4	24.21	-1418	19.6	-1093	17.4	12.88
7/27/2016 2:30	6083	0.028	0.058	0.051	0.043	0.043	22.48	24.2	20.49	17.43	15.93	-765.9	23.32	-420.9	24.11	-1423	19.66	-1091	17.4	12.88
7/27/2016 2:45	6084	0.028	0.058	0.051	0.043	0.043	22.29	24.05	20.51	17.44	15.92	-775.5	23.12	-422.4	24.01	-1422	19.7	-1095	17.4	12.87
7/27/2016 3:00	6085	0.028	0.058	0.051	0.043	0.043	22.11	23.9	20.52	17.44	15.94	-785.9	22.95	-424.1	23.92	-1415	19.7	-1092	17.4	12.88
7/27/2016 3:15	6086	0.028	0.058	0.051	0.043	0.043	21.93	23.76	20.53	17.45	15.93	-786.3	22.76	-427.4	23.83	-1422	19.7	-1095	17.4	12.88
7/27/2016 3:30	6087	0.028	0.058	0.051	0.043	0.043	21.74	23.62	20.54	17.45	15.93	-791	22.59	-430.5	23.73	-1418	19.7	-1091	17.4	12.88
7/27/2016 3:45	6088	0.027	0.058	0.051	0.043	0.043	21.53	23.47	20.55	17.46	15.93	-796	22.39	-434.9	23.6	-1418	19.7	-1096	17.4	12.88
7/27/2016 4:00	6089	0.027	0.058	0.051	0.043	0.043	21.3	23.35	20.56	17.46	15.95	-801	22.21	-438.5	23.47	-1412	19.73	-1090	17.4	12.88
7/27/2016 4:15	6090	0.027	0.058	0.051	0.043	0.043	21.1	23.21	20.55	17.47	15.93	-808	22.01	-440.9	23.39	-1417	19.79	-1087	17.4	12.88
7/27/2016 4:30	6091	0.027	0.058	0.051	0.043	0.043	20.91	23.07	20.56	17.48	15.94	-814	21.83	-442.1	23.28	-1416	19.8	-1090	17.4	12.88
7/27/2016 4:45	6092	0.027	0.058	0.051	0.043	0.043	20.73	22.95	20.56	17.49	15.95	-819	21.65	-443.1	23.19	-1413	19.8	-1082	17.4	12.88
7/27/2016 5:00	6093	0.027	0.058	0.051	0.043	0.043	20.55	22.81	20.56	17.48	15.95	-837	21.47	-445	23.1	-1410	19.8	-1080	17.4	12.87
7/27/2016 5:15	6094	0.027	0.058	0.051	0.043	0.043	20.38	22.67	20.56	17.49	15.95	-845	21.31	-446.7	23	-1413	19.8	-1080	17.4	12.88
7/27/2016 5:30	6095	0.027	0.058	0.051	0.043	0.043	20.21	22.55	20.56	17.5	15.95	-849	21.15	-448.1	22.92	-1416	19.8	-1082	17.4	12.87
7/27/2016 5:45	6096	0.027	0.057	0.051	0.043	0.043	20.06	22.42	20.55	17.51	15.95	-856	20.99	-450.9	22.83	-1407	19.8	-1080	17.4	12.88
7/27/2016 6:00	6097	0.027	0.057	0.051	0.043	0.043	19.9	22.29	20.55	17.52	15.96	-861	20.85	-453.2	22.74	-1407	19.8	-1079	17.4	12.88
7/27/2016 6:15	6098	0.027	0.057	0.051	0.043	0.043	19.75	22.17	20.54	17.52	15.95	-868	20.69	-457.8	22.65	-1408	19.8	-1080	17.4	12.88
7/27/2016 6:30	6099	0.026	0.057	0.051	0.043	0.043	19.6	22.05	20.54	17.53	15.95	-872	20.55	-461.8	22.57	-1410	19.8	-1074	17.4	12.87
7/27/2016 6:45	6100	0.026	0.057	0.051	0.043	0.043	19.45	21.94	20.53	17.54	15.96	-872	20.4	-465.4	22.48	-1410	19.8	-1074	17.4	12.87
7/27/2016 7:00	6101	0.026	0.057	0.051	0.043	0.043	19.31	21.82	20.52	17.54	15.96	-879	20.26	-467.1	22.39	-1409	19.85	-1073	17.4	12.88
7/27/2016 7:15	6102	0.026	0.057	0.051	0.043	0.043	19.19	21.7	20.5	17.54	15.96	-883	20.13	-467.9	22.3	-1411	19.89	-1074	17.4	12.88
7/27/2016 7:30	6103	0.026	0.057	0.051	0.043	0.043	19.09	21.59	20.5	17.55	15.97	-890	20.02	-469.4	22.21	-1418	19.9	-1069	17.41	12.88
7/27/2016 7:45	6104	0.026	0.057	0.051	0.043	0.043	19.02	21.48	20.49	17.55	15.97	-885	19.91	-470.4	22.13	-1412	19.9	-1067	17.46	12.88
7/27/2016 8:00	6105	0.026	0.057	0.051	0.043	0.043	18.95	21.37	20.47	17.56	15.97	-889	19.84	-471.5	22.06	-1414	19.9	-1070	17.5	12.88
7/27/2016 8:15	6106	0.026	0.057	0.051	0.043	0.043	18.95	21.27	20.46	17.57	15.98	-893	19.8	-474.4	21.97	-1414	19.9	-1067	17.5	12.88
7/27/2016 8:30	6107	0.026	0.057	0.051	0.043	0.043	19	21.17	20.45	17.58	15.97	-893	19.8	-475.9	21.9	-1408	19.9	-1067	17.5	12.88
7/27/2016 8:45	6108	0.026	0.057	0.051	0.043	0.043	19.11	21.08	20.43	17.58	15.98	-894	19.8	-476.8	21.8	-1406	19.9	-1068	17.5	12.88
7/27/2016 9:00	6109	0.026	0.057	0.051	0.043	0.043	19.25	21.01	20.41	17.58	15.98	-894	19.89	-479.9	21.73	-1412	19.9	-1066	17.5	12.89
7/27/2016 9:15	6110	0.026	0.057	0.05	0.043	0.043	19.4	20.93	20.4	17.59	15.98	-887	19.97	-483.7	21.67	-1414	19.9	-1064	17.5	12.87
7/27/2016 9:30	6111	0.026	0.057	0.05	0.043	0.043	19.56	20.88	20.39	17.6	15.99	-881	20.08	-485.7	21.6	-1420	19.87	-1063	17.5	12.87
7/27/2016 9:45	6112	0.026	0.057	0.051	0.043	0.043	19.71	20.83	20.37	17.61	15.99	-880	20.2	-489.5	21.5	-1422	19.82	-1064	17.5	12.87
7/27/2016 10:00	6113	0.026	0.057	0.051	0.043	0.043	19.86	20.8	20.35	17.61	15.99	-881	20.31	-491.9	21.46	-1417	19.8	-1063	17.5	12.87
7/27/2016 10:15	6114	0.026	0.057	0.051	0.043	0.043	20.01	20.77	20.32	17.62	15.99	-877	20.42	-492.7	21.4	-1422	19.8	-1062	17.5	12.88
7/27/2016 10:30	6115	0.026	0.057	0.05	0.043	0.043	20.15	20.75	20.31	17.61	16	-869	20.53	-495.9	21.34	-1422	19.8	-1062	17.5	12.87
7/27/2016 10:45	6116	0.026	0.057	0.05	0.043	0.043	20.32	20.74	20.29	17.63	15.99	-867	20.65	-496.4	21.3	-1428	19.8	-1062	17.5	12.87
7/27/2016 11:00	6117	0.026	0.057	0.05	0.043	0.043	20.48	20.73	20.27	17.62	16.01	-867	20.77	-497.5	21.25	-1428	19.8	-1063	17.5	12.87
7/27/2016 11:15	6118	0.026	0.057	0.05	0.043	0.043	20.65	20.73	20.25	17.63	16.01	-862	20.91	-498.1	21.2	-1425	19.8	-1064	17.5	12.87
7/27/2016 11:30	6119	0.026	0.057	0.05	0.043	0.043	20.83	20.74	20.23	17.63	16.01	-859	21.05	-498.4	21.2	-1426	19.8	-1063	17.5	12.86
7/27/2016 11:45	6120	0.027	0.057	0.05	0.043	0.043	21.02	20.74	20.19	17.64	16.01	-855	21.2	-499.7	21.12	-1431	19.8	-1064	17.5	12.87
7/27/2016 12:00	6121	0.027	0.057	0.05	0.043	0.043	21.23	20.76	20.18	17.65	16.02	-840	21.37	-500.9	21.1	-1426	19.8	-1064	17.5	12.87
7/27/2016 12:15	6122	0.027	0.057	0.05	0.043	0.043	21.48	20.78	20.16	17.65	16.02	-837	21.55	-500.7	21.1	-1431	19.8	-1064	17.5	12.87
