"TOA5","1712","CR6","1712","CR6.Std.02","CPU:VMCprogramGOOD_Pit1.CR6","58711","SoilPit1"
"TIMESTAMP","RECORD","VWC_1_Avg","VWC_2_Avg","VWC_3_Avg","VWC_4_Avg","VWC_5_Avg","T_1_Avg","T_2_Avg","T_3_Avg","T_4_Avg","T_5_Avg","Tension_1_Avg","Temp_1_Avg","Tension_2_Avg","Temp_2_Avg","Tension_3_Avg","Temp_3_Avg","Tension_4_Avg","Temp_4_Avg","BattV_Min"
"TS","RN","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","Deg C","Deg C","Deg C","Deg C","Deg C","kPa","Deg C","kPa","Deg C","kPa","Deg C","kPa","Deg C","Volts"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Min"
"2016-08-27 12:45:00",9100,0.011,0.041,0.042,0.036,0.032,20.44,17.3,18.59,17.67,16.86,-1000,18.87,-995,18,-6186,18.6,-3330,17.7,12.6
"2016-08-27 13:00:00",9101,0.011,0.041,0.042,0.036,0.032,21.37,17.41,18.58,17.67,16.85,-969,19.57,-994,18,-5974,18.6,-3318,17.7,12.6
"2016-08-27 13:15:00",9102,0.011,0.041,0.042,0.036,0.032,22.34,17.55,18.55,17.66,16.86,-946,20.35,-991,18,-6086,18.6,-3347,17.7,12.6
"2016-08-27 13:30:00",9103,0.012,0.041,0.042,0.037,0.032,23.31,17.73,18.53,17.66,16.85,-905,21.17,-990,18,-6161,18.6,-3321,17.7,12.6
"2016-08-27 13:45:00",9104,0.012,0.042,0.042,0.037,0.032,24.45,17.94,18.51,17.67,16.85,-872,21.95,-990,18.03,-6046,18.6,-3365,17.7,12.6
"2016-08-27 14:00:00",9105,0.012,0.042,0.042,0.037,0.032,25.91,18.21,18.5,17.66,16.86,-840,22.92,-984,18.1,-6091,18.6,-3377,17.7,12.6
"2016-08-27 14:15:00",9106,0.013,0.042,0.042,0.037,0.032,27.36,18.5,18.47,17.66,16.86,-793.1,24.1,-982,18.17,-6074,18.57,-3386,17.7,12.6
"2016-08-27 14:30:00",9107,0.013,0.042,0.042,0.037,0.032,28.73,18.83,18.46,17.66,16.86,-755.2,25.23,-978,18.25,-6107,18.5,-3373,17.7,12.62
"2016-08-27 14:45:00",9108,0.014,0.042,0.042,0.037,0.032,29.99,19.2,18.44,17.66,16.85,-723.3,26.41,-975,18.36,-6217,18.5,-3347,17.7,12.64
"2016-08-27 15:00:00",9109,0.014,0.042,0.042,0.037,0.032,31.14,19.6,18.43,17.66,16.86,-688.3,27.51,-971,18.47,-6226,18.5,-3360,17.7,12.64
"2016-08-27 15:15:00",9110,0.014,0.042,0.042,0.037,0.032,32.17,20.01,18.41,17.66,16.85,-659.6,28.61,-966,18.62,-6265,18.5,-3372,17.7,12.64
"2016-08-27 15:30:00",9111,0.015,0.042,0.042,0.037,0.032,33.1,20.45,18.4,17.64,16.85,-631.3,29.61,-963,18.76,-6229,18.5,-3378,17.7,12.64
"2016-08-27 15:45:00",9112,0.015,0.042,0.042,0.037,0.032,33.93,20.89,18.38,17.66,16.85,-613.7,30.52,-961,18.95,-6238,18.5,-3396,17.7,12.65
"2016-08-27 16:00:00",9113,0.015,0.042,0.042,0.037,0.032,34.66,21.32,18.36,17.66,16.85,-592.8,31.43,-955,19.13,-6252,18.5,-3406,17.7,12.64
"2016-08-27 16:15:00",9114,0.015,0.042,0.042,0.037,0.032,35.31,21.76,18.36,17.65,16.85,-576.2,32.2,-951,19.32,-6268,18.5,-3427,17.7,12.65
"2016-08-27 16:30:00",9115,0.015,0.043,0.042,0.037,0.032,35.55,22.17,18.35,17.66,16.85,-567.7,32.73,-943,19.57,-6327,18.45,-3409,17.7,12.67
"2016-08-27 16:45:00",9116,0.016,0.043,0.042,0.037,0.032,35.14,22.57,18.34,17.65,16.84,-565.2,32.77,-931,19.79,-6321,18.41,-3418,17.7,12.68
"2016-08-27 17:00:00",9117,0.016,0.043,0.042,0.037,0.032,34.59,22.91,18.33,17.64,16.85,-566.5,32.64,-919,19.99,-6341,18.4,-3381,17.7,12.67
"2016-08-27 17:15:00",9118,0.015,0.043,0.042,0.037,0.032,34.22,23.21,18.32,17.65,16.84,-568.4,32.44,-906,20.2,-6402,18.4,-3439,17.7,12.67
"2016-08-27 17:30:00",9119,0.015,0.043,0.042,0.037,0.032,33.7,23.46,18.33,17.63,16.85,-570.6,32.22,-895,20.4,-6398,18.4,-3429,17.7,12.68
"2016-08-27 17:45:00",9120,0.015,0.043,0.042,0.037,0.032,33.14,23.65,18.32,17.63,16.85,-573.7,31.96,-889,20.59,-6454,18.4,-3371,17.7,12.68
"2016-08-27 18:00:00",9121,0.015,0.043,0.042,0.037,0.032,32.86,23.83,18.34,17.63,16.85,-575.7,31.77,-882,20.76,-6351,18.4,-3452,17.7,12.67
"2016-08-27 18:15:00",9122,0.015,0.043,0.042,0.037,0.032,32.63,23.97,18.33,17.63,16.85,-579.5,31.58,-878,20.94,-6370,18.4,-3447,17.7,12.67
"2016-08-27 18:30:00",9123,0.014,0.043,0.042,0.037,0.032,32.09,24.08,18.34,17.62,16.86,-586.5,31.26,-876,21.08,-6389,18.4,-3429,17.7,12.65
"2016-08-27 18:45:00",9124,0.014,0.043,0.042,0.037,0.032,31.31,24.17,18.35,17.62,16.85,-603.5,30.63,-874,21.23,-6375,18.4,-3456,17.7,12.62
"2016-08-27 19:00:00",9125,0.014,0.043,0.042,0.037,0.032,30.5,24.23,18.36,17.62,16.84,-614.6,30.02,-870,21.35,-6386,18.4,-3462,17.7,12.63
"2016-08-27 19:15:00",9126,0.014,0.043,0.042,0.037,0.032,29.78,24.24,18.37,17.62,16.84,-624.3,29.41,-869,21.47,-6430,18.4,-3454,17.7,12.64
"2016-08-27 19:30:00",9127,0.014,0.043,0.042,0.037,0.032,29.22,24.23,18.39,17.61,16.83,-635.1,28.95,-867,21.57,-6430,18.4,-3468,17.7,12.64
"2016-08-27 19:45:00",9128,0.013,0.043,0.042,0.037,0.032,28.7,24.19,18.39,17.62,16.84,-651.5,28.57,-867,21.67,-6432,18.4,-3447,17.7,12.63
"2016-08-27 20:00:00",9129,0.013,0.043,0.042,0.037,0.032,28.14,24.14,18.42,17.61,16.85,-660.3,28.19,-866,21.75,-6455,18.4,-3469,17.7,12.65
"2016-08-27 20:15:00",9130,0.013,0.043,0.042,0.037,0.032,27.51,24.08,18.43,17.6,16.84,-668.9,27.7,-863,21.8,-6362,18.4,-3482,17.7,12.63
"2016-08-27 20:30:00",9131,0.013,0.043,0.042,0.037,0.032,26.85,24.01,18.46,17.59,16.83,-680.4,27.17,-865,21.89,-6349,18.4,-3455,17.7,12.6
"2016-08-27 20:45:00",9132,0.013,0.043,0.042,0.037,0.032,26.18,23.92,18.48,17.6,16.84,-700.9,26.63,-863,21.9,-6462,18.4,-3451,17.7,12.6
"2016-08-27 21:00:00",9133,0.013,0.043,0.042,0.037,0.032,25.52,23.82,18.5,17.6,16.83,-718.6,26,-863,21.93,-6406,18.4,-3470,17.7,12.6
"2016-08-27 21:15:00",9134,0.012,0.043,0.042,0.037,0.032,24.89,23.71,18.53,17.6,16.83,-729.5,25.44,-865,22,-6467,18.4,-3492,17.7,12.6
"2016-08-27 21:30:00",9135,0.012,0.043,0.042,0.037,0.032,24.33,23.57,18.54,17.59,16.83,-739.6,24.96,-863,22,-6437,18.4,-3488,17.7,12.61
"2016-08-27 21:45:00",9136,0.012,0.043,0.042,0.037,0.032,23.81,23.43,18.58,17.58,16.83,-758.9,24.48,-863,22,-6497,18.4,-3494,17.7,12.6
"2016-08-27 22:00:00",9137,0.012,0.043,0.042,0.037,0.032,23.34,23.28,18.59,17.58,16.83,-780.4,24.04,-865,22,-6384,18.4,-3510,17.7,12.58
"2016-08-27 22:15:00",9138,0.012,0.043,0.042,0.037,0.032,22.91,23.11,18.63,17.58,16.83,-790.5,23.59,-864,21.94,-6420,18.4,-3471,17.7,12.56
"2016-08-27 22:30:00",9139,0.011,0.043,0.042,0.037,0.032,22.51,22.96,18.64,17.59,16.82,-803,23.16,-865,21.9,-6421,18.4,-3497,17.7,12.57
"2016-08-27 22:45:00",9140,0.011,0.043,0.042,0.037,0.032,22.14,22.79,18.67,17.58,16.83,-815,22.81,-865,21.9,-6435,18.4,-3493,17.7,12.56
"2016-08-27 23:00:00",9141,0.011,0.043,0.042,0.037,0.032,21.8,22.63,18.69,17.57,16.83,-841,22.47,-867,21.84,-6374,18.4,-3482,17.7,12.56
"2016-08-27 23:15:00",9142,0.011,0.043,0.042,0.037,0.032,21.47,22.46,18.72,17.57,16.83,-847,22.15,-868,21.8,-6480,18.4,-3483,17.7,12.57
"2016-08-27 23:30:00",9143,0.011,0.043,0.042,0.037,0.032,21.14,22.3,18.74,17.57,16.83,-861,21.85,-870,21.73,-6415,18.47,-3480,17.7,12.57
"2016-08-27 23:45:00",9144,0.011,0.043,0.042,0.037,0.032,20.85,22.15,18.76,17.57,16.82,-870,21.57,-869,21.7,-6340,18.5,-3488,17.7,12.56
"2016-08-28 00:00:00",9145,0.011,0.043,0.042,0.037,0.032,20.57,21.99,18.79,17.56,16.83,-878,21.3,-870,21.61,-6202,18.5,-3492,17.7,12.57
"2016-08-28 00:15:00",9146,0.011,0.043,0.042,0.037,0.032,20.31,21.84,18.81,17.57,16.82,-885,21.05,-875,21.57,-6358,18.5,-3512,17.7,12.56
"2016-08-28 00:30:00",9147,0.011,0.043,0.042,0.037,0.032,20.06,21.68,18.83,17.55,16.81,-895,20.81,-873,21.5,-6262,18.5,-3485,17.7,12.56
"2016-08-28 00:45:00",9148,0.011,0.043,0.042,0.037,0.032,19.82,21.54,18.85,17.56,16.81,-907,20.57,-877,21.42,-6331,18.5,-3519,17.7,12.56
"2016-08-28 01:00:00",9149,0.011,0.042,0.042,0.037,0.032,19.59,21.39,18.86,17.56,16.81,-918,20.35,-880,21.37,-6303,18.5,-3511,17.7,12.55
"2016-08-28 01:15:00",9150,0.011,0.042,0.042,0.037,0.032,19.38,21.25,18.88,17.56,16.82,-930,20.14,-879,21.3,-6242,18.5,-3504,17.7,12.56
"2016-08-28 01:30:00",9151,0.011,0.042,0.042,0.037,0.032,19.15,21.1,18.9,17.56,16.82,-945,19.93,-881,21.2,-6286,18.53,-3485,17.7,12.55
"2016-08-28 01:45:00",9152,0.011,0.042,0.042,0.037,0.032,18.95,20.97,18.91,17.56,16.81,-956,19.73,-884,21.13,-6173,18.6,-3458,17.7,12.55
"2016-08-28 02:00:00",9153,0.011,0.042,0.042,0.037,0.032,18.76,20.83,18.93,17.56,16.81,-963,19.51,-889,21.07,-6237,18.6,-3485,17.7,12.55
"2016-08-28 02:15:00",9154,0.01,0.042,0.042,0.037,0.032,18.58,20.71,18.93,17.55,16.81,-965,19.29,-890,21,-6237,18.6,-3502,17.7,12.53
"2016-08-28 02:30:00",9155,0.01,0.042,0.042,0.037,0.032,18.37,20.58,18.95,17.56,16.8,-975,19.1,-894,20.91,-6169,18.6,-3498,17.7,12.54
"2016-08-28 02:45:00",9156,0.01,0.042,0.042,0.037,0.032,18.2,20.45,18.96,17.56,16.81,-982,18.92,-893,20.84,-6157,18.6,-3477,17.7,12.54
"2016-08-28 03:00:00",9157,0.01,0.042,0.042,0.037,0.032,18.03,20.33,18.96,17.57,16.8,-992,18.75,-900,20.77,-6150,18.6,-3493,17.7,12.53
"2016-08-28 03:15:00",9158,0.01,0.042,0.042,0.037,0.032,17.86,20.21,18.98,17.56,16.8,-992,18.59,-905,20.7,-6178,18.6,-3498,17.7,12.52
"2016-08-28 03:30:00",9159,0.01,0.042,0.042,0.037,0.032,17.69,20.09,18.99,17.56,16.81,-1017,18.44,-906,20.61,-6025,18.6,-3483,17.7,12.53
"2016-08-28 03:45:00",9160,0.01,0.042,0.042,0.037,0.032,17.52,19.97,18.99,17.57,16.8,-1029,18.27,-907,20.55,-6028,18.6,-3489,17.7,12.53
"2016-08-28 04:00:00",9161,0.01,0.042,0.042,0.037,0.032,17.36,19.85,18.99,17.56,16.81,-1035,18.13,-911,20.49,-6098,18.6,-3504,17.7,12.52
"2016-08-28 04:15:00",9162,0.01,0.042,0.042,0.037,0.032,17.21,19.75,19,17.57,16.8,-1046,17.97,-916,20.4,-6039,18.65,-3470,17.7,12.52
"2016-08-28 04:30:00",9163,0.01,0.042,0.042,0.037,0.032,17.05,19.62,19,17.57,16.8,-1061,17.83,-923,20.32,-6097,18.7,-3473,17.7,12.53
"2016-08-28 04:45:00",9164,0.01,0.042,0.042,0.037,0.032,16.89,19.53,19,17.57,16.8,-1060,17.67,-929,20.25,-5949,18.7,-3447,17.7,12.53
"2016-08-28 05:00:00",9165,0.01,0.042,0.042,0.037,0.032,16.73,19.41,19,17.57,16.8,-1067,17.53,-934,20.2,-6022,18.7,-3456,17.7,12.53
"2016-08-28 05:15:00",9166,0.01,0.042,0.042,0.037,0.032,16.58,19.3,19,17.58,16.8,-1070,17.37,-934,20.1,-5921,18.7,-3473,17.7,12.54
"2016-08-28 05:30:00",9167,0.01,0.042,0.042,0.037,0.032,16.45,19.2,19,17.58,16.79,-1075,17.25,-942,20.04,-5935,18.7,-3461,17.7,12.54
"2016-08-28 05:45:00",9168,0.01,0.042,0.042,0.037,0.032,16.37,19.09,19,17.57,16.79,-1086,17.15,-943,19.97,-6133,18.7,-3482,17.7,12.54
"2016-08-28 06:00:00",9169,0.01,0.042,0.042,0.037,0.032,16.25,19,18.99,17.57,16.79,-1088,17.04,-950,19.9,-6060,18.7,-3459,17.7,12.54
"2016-08-28 06:15:00",9170,0.01,0.042,0.042,0.036,0.032,16.15,18.89,18.99,17.57,16.8,-1093,16.94,-950,19.82,-5876,18.7,-3451,17.7,12.54
"2016-08-28 06:30:00",9171,0.01,0.042,0.042,0.037,0.032,16.04,18.8,18.99,17.58,16.8,-1102,16.83,-949,19.77,-6043,18.7,-3449,17.7,12.53
"2016-08-28 06:45:00",9172,0.01,0.042,0.042,0.037,0.032,15.93,18.7,18.98,17.58,16.8,-1161,16.73,-955,19.7,-5911,18.7,-3420,17.7,12.52
"2016-08-28 07:00:00",9173,0.01,0.042,0.042,0.037,0.032,15.81,18.62,18.97,17.59,16.79,-1103,16.62,-955,19.61,-5880,18.7,-3461,17.7,12.52
"2016-08-28 07:15:00",9174,0.01,0.042,0.042,0.037,0.032,15.69,18.53,18.97,17.59,16.79,-1361,16.51,-960,19.56,-5940,18.7,-3452,17.7,12.51
"2016-08-28 07:30:00",9175,0.01,0.042,0.042,0.037,0.032,15.61,18.44,18.96,17.58,16.8,-1519,16.4,-961,19.4,-6018,18.7,-3408,17.7,12.5
"2016-08-28 07:45:00",9176,0.01,0.042,0.042,0.037,0.032,15.52,18.36,18.95,17.58,16.79,-1584,16.31,-961,19.35,-5816,18.7,-3407,17.7,12.51
"2016-08-28 08:00:00",9177,0.01,0.042,0.042,0.037,0.032,15.45,18.27,18.94,17.59,16.79,-1636,16.22,-962,19.3,-6046,18.7,-3443,17.7,12.5
"2016-08-28 08:15:00",9178,0.01,0.042,0.042,0.037,0.032,15.4,18.18,18.94,17.59,16.79,-1681,16.19,-963,19.21,-5920,18.7,-3403,17.7,12.49
"2016-08-28 08:30:00",9179,0.01,0.042,0.042,0.036,0.032,15.4,18.1,18.92,17.59,16.78,-1683,16.1,-965,19.16,-5793,18.7,-3432,17.7,12.52
"2016-08-28 08:45:00",9180,0.01,0.042,0.042,0.037,0.032,15.43,18.02,18.92,17.6,16.79,-1685,16.1,-966,19.1,-5964,18.7,-3392,17.7,12.51
"2016-08-28 09:00:00",9181,0.01,0.042,0.042,0.037,0.032,15.51,17.95,18.9,17.6,16.79,-1656,16.15,-967,19.03,-5860,18.7,-3389,17.7,12.51
"2016-08-28 09:15:00",9182,0.01,0.041,0.042,0.037,0.032,15.62,17.89,18.89,17.6,16.8,-1680,16.21,-968,18.98,-5926,18.7,-3428,17.7,12.52
"2016-08-28 09:30:00",9183,0.01,0.041,0.042,0.037,0.032,15.76,17.84,18.88,17.59,16.8,-1633,16.31,-969,18.9,-5786,18.7,-3377,17.7,12.51
"2016-08-28 09:45:00",9184,0.01,0.041,0.042,0.037,0.032,15.93,17.79,18.87,17.6,16.79,-1549,16.44,-972,18.83,-5910,18.7,-3401,17.7,12.52
"2016-08-28 10:00:00",9185,0.01,0.041,0.042,0.037,0.032,16.11,17.75,18.85,17.61,16.79,-1285,16.57,-968,18.8,-5948,18.7,-3362,17.7,12.53
"2016-08-28 10:15:00",9186,0.01,0.041,0.042,0.037,0.032,16.32,17.73,18.84,17.61,16.8,-1143,16.73,-970,18.72,-5995,18.7,-3370,17.7,12.52
"2016-08-28 10:30:00",9187,0.01,0.041,0.042,0.037,0.032,16.5,17.71,18.83,17.6,16.79,-1130,16.87,-973,18.7,-5863,18.7,-3345,17.7,12.52
"2016-08-28 10:45:00",9188,0.01,0.041,0.042,0.037,0.032,16.68,17.7,18.81,17.61,16.79,-1091,17.03,-975,18.62,-6079,18.7,-3373,17.7,12.52
"2016-08-28 11:00:00",9189,0.01,0.041,0.042,0.037,0.032,16.89,17.7,18.8,17.61,16.79,-1089,17.19,-976,18.6,-5865,18.7,-3378,17.7,12.51
"2016-08-28 11:15:00",9190,0.01,0.041,0.042,0.037,0.032,17.09,17.71,18.78,17.62,16.79,-1082,17.35,-980,18.58,-5957,18.7,-3351,17.7,12.52
"2016-08-28 11:30:00",9191,0.01,0.041,0.042,0.037,0.032,17.31,17.72,18.76,17.61,16.79,-1070,17.55,-978,18.5,-6006,18.7,-3371,17.7,12.53
"2016-08-28 11:45:00",9192,0.01,0.041,0.042,0.037,0.032,17.53,17.74,18.76,17.62,16.79,-1065,17.73,-980,18.5,-6157,18.7,-3374,17.7,12.53
"2016-08-28 12:00:00",9193,0.01,0.041,0.042,0.037,0.032,17.86,17.77,18.74,17.62,16.79,-1058,17.93,-981,18.5,-5992,18.66,-3373,17.7,12.53
"2016-08-28 12:15:00",9194,0.011,0.041,0.042,0.037,0.032,18.7,17.81,18.72,17.61,16.79,-1036,18.29,-980,18.47,-6048,18.6,-3376,17.7,12.53
"2016-08-28 12:30:00",9195,0.011,0.041,0.042,0.037,0.032,19.96,17.85,18.7,17.61,16.79,-998,18.91,-982,18.4,-5909,18.6,-3412,17.7,12.53
"2016-08-28 12:45:00",9196,0.011,0.041,0.042,0.037,0.032,21.26,17.93,18.7,17.62,16.8,-967,19.71,-979,18.4,-6072,18.6,-3359,17.7,12.54
"2016-08-28 13:00:00",9197,0.011,0.041,0.042,0.037,0.032,22.53,18.03,18.67,17.61,16.79,-940,20.45,-981,18.4,-5927,18.6,-3386,17.7,12.52
"2016-08-28 13:15:00",9198,0.012,0.041,0.042,0.037,0.032,23.65,18.16,18.66,17.61,16.79,-895,21.29,-981,18.4,-6122,18.6,-3375,17.7,12.55
"2016-08-28 13:30:00",9199,0.012,0.042,0.042,0.037,0.031,24.69,18.34,18.64,17.62,16.79,-866,22.11,-980,18.45,-6073,18.6,-3400,17.7,12.57
"2016-08-28 13:45:00",9200,0.012,0.042,0.042,0.037,0.031,25.85,18.56,18.62,17.61,16.79,-832,22.91,-978,18.5,-6106,18.6,-3403,17.7,12.56
"2016-08-28 14:00:00",9201,0.013,0.042,0.042,0.036,0.031,27.17,18.83,18.62,17.62,16.79,-795.8,23.92,-977,18.54,-6184,18.6,-3419,17.7,12.57
"2016-08-28 14:15:00",9202,0.013,0.042,0.042,0.036,0.031,28.46,19.13,18.6,17.61,16.79,-766.1,24.97,-974,18.61,-6144,18.6,-3397,17.7,12.57
"2016-08-28 14:30:00",9203,0.013,0.042,0.042,0.036,0.031,29.68,19.47,18.57,17.62,16.79,-727.8,26.04,-973,18.71,-6145,18.6,-3383,17.7,12.55
"2016-08-28 14:45:00",9204,0.014,0.042,0.042,0.036,0.031,30.83,19.84,18.57,17.61,16.79,-699.8,27.13,-968,18.83,-6185,18.6,-3409,17.7,12.56
"2016-08-28 15:00:00",9205,0.014,0.042,0.042,0.036,0.031,31.86,20.24,18.55,17.62,16.79,-671.2,28.18,-966,18.96,-6224,18.6,-3391,17.7,12.56
"2016-08-28 15:15:00",9206,0.014,0.042,0.042,0.036,0.031,32.79,20.64,18.54,17.62,16.79,-643.3,29.17,-963,19.11,-6238,18.59,-3412,17.7,12.56
"2016-08-28 15:30:00",9207,0.015,0.042,0.042,0.036,0.031,33.66,21.05,18.52,17.61,16.8,-620,30.13,-957,19.26,-6259,18.5,-3407,17.7,12.59
"2016-08-28 15:45:00",9208,0.015,0.042,0.042,0.036,0.031,34.47,21.47,18.52,17.61,16.78,-605.6,31.03,-954,19.45,-6329,18.5,-3442,17.7,12.6
"2016-08-28 16:00:00",9209,0.015,0.042,0.042,0.036,0.031,35.18,21.9,18.5,17.62,16.79,-579,31.89,-950,19.68,-6229,18.5,-3422,17.7,12.59
"2016-08-28 16:15:00",9210,0.016,0.043,0.042,0.036,0.031,35.8,22.31,18.48,17.61,16.79,-568.3,32.66,-941,19.85,-6297,18.5,-3413,17.7,12.6
"2016-08-28 16:30:00",9211,0.016,0.043,0.042,0.036,0.031,36.08,22.72,18.49,17.6,16.79,-556.9,33.22,-933,20.05,-6229,18.5,-3436,17.7,12.61
"2016-08-28 16:45:00",9212,0.016,0.043,0.042,0.036,0.031,35.77,23.09,18.47,17.6,16.8,-551,33.27,-920,20.25,-6303,18.5,-3427,17.7,12.59
"2016-08-28 17:00:00",9213,0.015,0.043,0.042,0.036,0.031,35.2,23.42,18.47,17.61,16.79,-555.4,33.12,-905,20.45,-6274,18.5,-3474,17.7,12.59
"2016-08-28 17:15:00",9214,0.016,0.043,0.042,0.036,0.031,34.73,23.71,18.46,17.6,16.8,-558.8,32.89,-895,20.65,-6372,18.5,-3443,17.7,12.6
"2016-08-28 17:30:00",9215,0.015,0.043,0.042,0.036,0.031,34.2,23.96,18.46,17.61,16.79,-566.2,32.65,-889,20.85,-6308,18.5,-3462,17.7,12.6
"2016-08-28 17:45:00",9216,0.015,0.043,0.042,0.036,0.031,33.66,24.16,18.47,17.6,16.79,-568.8,32.41,-883,21.03,-6289,18.5,-3491,17.7,12.59
"2016-08-28 18:00:00",9217,0.015,0.043,0.042,0.036,0.031,33.33,24.32,18.47,17.6,16.79,-569.9,32.17,-880,21.2,-6343,18.5,-3491,17.7,12.59
"2016-08-28 18:15:00",9218,0.015,0.043,0.042,0.036,0.031,33.16,24.45,18.47,17.6,16.79,-572.6,32,-876,21.36,-6359,18.5,-3467,17.7,12.59
"2016-08-28 18:30:00",9219,0.014,0.043,0.042,0.036,0.031,32.71,24.55,18.48,17.59,16.79,-574.3,31.82,-874,21.51,-6397,18.44,-3471,17.7,12.6
"2016-08-28 18:45:00",9220,0.014,0.043,0.042,0.036,0.031,31.99,24.65,18.48,17.59,16.79,-583.8,31.35,-871,21.64,-6443,18.41,-3486,17.7,12.6
"2016-08-28 19:00:00",9221,0.014,0.043,0.042,0.036,0.031,31.24,24.7,18.51,17.59,16.78,-602,30.69,-869,21.76,-6323,18.4,-3505,17.7,12.6
"2016-08-28 19:15:00",9222,0.014,0.043,0.042,0.036,0.031,30.54,24.73,18.51,17.59,16.79,-614.5,30.14,-869,21.87,-6331,18.4,-3498,17.7,12.59
"2016-08-28 19:30:00",9223,0.014,0.043,0.042,0.036,0.031,29.95,24.72,18.53,17.58,16.79,-620.5,29.61,-867,21.98,-6390,18.4,-3500,17.7,12.57
"2016-08-28 19:45:00",9224,0.014,0.043,0.042,0.036,0.031,29.48,24.69,18.55,17.58,16.79,-626.9,29.17,-863,22.07,-6417,18.4,-3515,17.7,12.56
"2016-08-28 20:00:00",9225,0.013,0.043,0.042,0.036,0.031,29.01,24.65,18.57,17.58,16.79,-637.3,28.85,-864,22.15,-6386,18.4,-3498,17.7,12.56
"2016-08-28 20:15:00",9226,0.013,0.043,0.042,0.036,0.031,28.44,24.59,18.58,17.58,16.79,-655.1,28.45,-860,22.2,-6426,18.4,-3477,17.7,12.56
"2016-08-28 20:30:00",9227,0.013,0.043,0.042,0.036,0.031,27.81,24.53,18.61,17.58,16.78,-663.6,27.91,-859,22.29,-6337,18.4,-3516,17.7,12.56
"2016-08-28 20:45:00",9228,0.013,0.043,0.042,0.036,0.031,27.16,24.45,18.63,17.58,16.78,-673.5,27.37,-858,22.3,-6423,18.43,-3496,17.7,12.56
"2016-08-28 21:00:00",9229,0.013,0.043,0.042,0.036,0.031,26.52,24.36,18.66,17.58,16.78,-692.2,26.85,-857,22.33,-6437,18.49,-3504,17.7,12.55
"2016-08-28 21:15:00",9230,0.013,0.043,0.042,0.036,0.031,25.89,24.25,18.67,17.57,16.78,-713.9,26.29,-857,22.4,-6253,18.5,-3505,17.7,12.56
"2016-08-28 21:30:00",9231,0.012,0.043,0.042,0.036,0.031,25.3,24.12,18.7,17.57,16.78,-723.8,25.7,-857,22.4,-6325,18.5,-3519,17.7,12.54
"2016-08-28 21:45:00",9232,0.012,0.043,0.042,0.036,0.031,24.75,23.98,18.72,17.56,16.78,-733.6,25.24,-857,22.4,-6323,18.5,-3531,17.7,12.52
"2016-08-28 22:00:00",9233,0.012,0.043,0.042,0.036,0.031,24.23,23.83,18.75,17.56,16.78,-744.8,24.79,-858,22.4,-6329,18.5,-3509,17.7,12.52
"2016-08-28 22:15:00",9234,0.012,0.043,0.042,0.036,0.031,23.75,23.67,18.78,17.57,16.78,-766.8,24.36,-860,22.4,-6296,18.5,-3531,17.7,12.53
"2016-08-28 22:30:00",9235,0.012,0.043,0.042,0.036,0.031,23.31,23.51,18.8,17.57,16.77,-786.1,23.94,-864,22.31,-6285,18.5,-3533,17.7,12.53
"2016-08-28 22:45:00",9236,0.011,0.043,0.042,0.036,0.031,22.88,23.35,18.82,17.56,16.76,-793.4,23.5,-863,22.3,-6278,18.5,-3531,17.7,12.53
"2016-08-28 23:00:00",9237,0.011,0.043,0.042,0.036,0.031,22.49,23.18,18.85,17.55,16.77,-804,23.1,-863,22.29,-6245,18.5,-3516,17.7,12.53
"2016-08-28 23:15:00",9238,0.011,0.043,0.042,0.036,0.031,22.12,23.01,18.87,17.56,16.77,-824,22.75,-864,22.2,-6233,18.5,-3521,17.69,12.5
"2016-08-28 23:30:00",9239,0.011,0.043,0.042,0.036,0.031,21.77,22.84,18.9,17.55,16.77,-837,22.43,-866,22.19,-6285,18.52,-3532,17.69,12.5
"2016-08-28 23:45:00",9240,0.011,0.043,0.042,0.036,0.031,21.44,22.67,18.92,17.55,16.78,-853,22.12,-867,22.1,-6222,18.6,-3510,17.65,12.49
"2016-08-29 00:00:00",9241,0.011,0.043,0.042,0.036,0.031,21.13,22.51,18.94,17.56,16.77,-864,21.82,-867,22.05,-6305,18.6,-3524,17.61,12.49
"2016-08-29 00:15:00",9242,0.011,0.043,0.042,0.036,0.031,20.86,22.35,18.96,17.55,16.77,-869,21.55,-871,22,-6073,18.6,-3506,17.61,12.5
"2016-08-29 00:30:00",9243,0.011,0.043,0.042,0.036,0.031,20.59,22.19,18.98,17.55,16.77,-878,21.29,-871,21.91,-6164,18.6,-3508,17.61,12.48
"2016-08-29 00:45:00",9244,0.011,0.043,0.042,0.036,0.031,20.33,22.03,19,17.55,16.76,-885,21.05,-873,21.85,-6082,18.6,-3500,17.6,12.49
"2016-08-29 01:00:00",9245,0.011,0.043,0.042,0.036,0.031,20.06,21.87,19.02,17.55,16.77,-896,20.8,-872,21.79,-6062,18.6,-3512,17.6,12.49
"2016-08-29 01:15:00",9246,0.011,0.042,0.042,0.036,0.031,19.83,21.73,19.04,17.55,16.77,-913,20.57,-876,21.7,-6177,18.6,-3510,17.6,12.49
