TOA5	CR6Series	CR6	1712	CR6.Std.02	CPU:VMCprogramGOOD_Pit1.CR6	58711	SoilPit1													
5/16/2016 22:45	613	0.162	0.146	0.135	0.105	0.1	10.74	12.57	11.4	10.71	10.08	-13.7	11.6	-50.01	12.77	-24.3	11.4	-18.78	10.9	12.6
5/16/2016 23:00	614	0.162	0.146	0.135	0.105	0.1	10.51	12.46	11.41	10.71	10.09	-13.71	11.39	-49.99	12.7	-24.29	11.4	-18.77	10.9	12.58
5/16/2016 23:15	615	0.162	0.146	0.136	0.105	0.1	10.28	12.34	11.42	10.7	10.08	-13.78	11.17	-49.95	12.69	-24.28	11.4	-18.75	10.9	12.58
5/16/2016 23:30	616	0.162	0.146	0.136	0.105	0.1	10.07	12.22	11.43	10.7	10.08	-13.8	10.97	-49.91	12.6	-24.25	11.4	-18.85	10.9	12.57
5/16/2016 23:45	617	0.161	0.146	0.136	0.105	0.1	9.88	12.1	11.44	10.7	10.09	-13.83	10.79	-49.9	12.56	-24.27	11.4	-18.72	10.9	12.57
5/17/2016 0:00	618	0.161	0.146	0.136	0.105	0.1	9.7	11.99	11.44	10.7	10.08	-13.9	10.61	-49.89	12.5	-24.28	11.4	-18.81	10.9	12.56
5/17/2016 0:15	619	0.161	0.146	0.136	0.105	0.1	9.53	11.87	11.45	10.69	10.09	-13.9	10.45	-49.82	12.44	-24.28	11.4	-18.79	10.9	12.56
5/17/2016 0:30	620	0.161	0.146	0.136	0.105	0.1	9.36	11.76	11.45	10.69	10.09	-13.95	10.29	-49.79	12.4	-24.26	11.4	-18.78	10.9	12.56
5/17/2016 0:45	621	0.161	0.145	0.136	0.105	0.1	9.18	11.65	11.46	10.68	10.07	-14	10.09	-49.75	12.3	-24.25	11.4	-18.7	10.9	12.57
5/17/2016 1:00	622	0.161	0.145	0.136	0.105	0.1	9.03	11.53	11.47	10.68	10.08	-14	9.91	-49.73	12.25	-24.25	11.41	-18.78	10.9	12.56
5/17/2016 1:15	623	0.161	0.145	0.136	0.105	0.1	8.9	11.43	11.47	10.68	10.08	-14.07	9.75	-49.67	12.2	-24.25	11.49	-18.7	10.9	12.57
5/17/2016 1:30	624	0.161	0.145	0.136	0.105	0.1	8.79	11.32	11.46	10.68	10.08	-14.1	9.64	-49.61	12.11	-24.21	11.5	-18.95	10.9	12.57
5/17/2016 1:45	625	0.16	0.145	0.136	0.105	0.1	8.68	11.22	11.47	10.68	10.08	-14.11	9.52	-49.57	12.06	-24.21	11.5	-18.79	10.9	12.56
5/17/2016 2:00	626	0.16	0.145	0.136	0.105	0.1	8.58	11.12	11.47	10.68	10.07	-14.17	9.41	-49.53	12	-24.21	11.5	-18.78	10.9	12.57
5/17/2016 2:15	627	0.16	0.145	0.136	0.105	0.1	8.47	11.02	11.47	10.68	10.07	-14.2	9.31	-49.5	11.92	-24.21	11.5	-18.87	10.9	12.57
5/17/2016 2:30	628	0.16	0.145	0.136	0.105	0.1	8.38	10.92	11.47	10.67	10.08	-14.2	9.2	-49.47	11.87	-24.2	11.5	-18.78	10.9	12.56
5/17/2016 2:45	629	0.16	0.145	0.136	0.105	0.1	8.27	10.84	11.46	10.68	10.07	-14.26	9.11	-49.43	11.8	-24.2	11.5	-18.87	10.9	12.58
5/17/2016 3:00	630	0.16	0.145	0.136	0.105	0.1	8.17	10.75	11.46	10.67	10.07	-14.3	9.01	-49.35	11.72	-24.2	11.5	-18.87	10.9	12.58
5/17/2016 3:15	631	0.159	0.145	0.136	0.105	0.1	8.07	10.65	11.46	10.67	10.07	-14.3	8.91	-49.31	11.69	-24.2	11.5	-18.78	10.9	12.57
5/17/2016 3:30	632	0.159	0.145	0.136	0.105	0.1	7.963	10.57	11.46	10.67	10.07	-14.33	8.8	-49.27	11.6	-24.2	11.5	-18.78	10.9	12.57
5/17/2016 3:45	633	0.159	0.145	0.136	0.105	0.1	7.859	10.48	11.45	10.68	10.07	-14.39	8.71	-49.2	11.54	-24.2	11.5	-18.87	10.89	12.57
5/17/2016 4:00	634	0.159	0.145	0.136	0.105	0.1	7.766	10.4	11.43	10.67	10.06	-14.4	8.62	-49.15	11.5	-24.2	11.5	-18.7	10.88	12.56
5/17/2016 4:15	635	0.159	0.145	0.136	0.105	0.1	7.69	10.32	11.43	10.67	10.06	-14.4	8.55	-48.8	11.41	-24.2	11.5	-18.7	10.85	12.57
5/17/2016 4:30	636	0.159	0.145	0.136	0.105	0.1	7.622	10.23	11.43	10.67	10.06	-14.43	8.48	-48.76	11.37	-24.2	11.5	-18.7	10.85	12.56
5/17/2016 4:45	637	0.159	0.145	0.136	0.105	0.1	7.545	10.16	11.41	10.67	10.06	-14.5	8.4	-48.51	11.3	-24.19	11.5	-18.7	10.85	12.56
5/17/2016 5:00	638	0.159	0.145	0.136	0.105	0.1	7.488	10.08	11.4	10.67	10.07	-14.5	8.33	-48.47	11.24	-24.2	11.5	-18.86	10.81	12.57
5/17/2016 5:15	639	0.159	0.145	0.136	0.105	0.1	7.405	10.01	11.38	10.67	10.06	-14.5	8.27	-48.57	11.2	-24.2	11.5	-18.93	10.8	12.56
5/17/2016 5:30	640	0.159	0.144	0.136	0.105	0.1	7.318	9.94	11.38	10.67	10.06	-14.5	8.19	-48.71	11.11	-24.2	11.5	-18.78	10.8	12.56
5/17/2016 5:45	641	0.159	0.144	0.136	0.105	0.1	7.251	9.86	11.37	10.66	10.06	-14.55	8.1	-48.45	11.08	-24.16	11.5	-18.78	10.8	12.57
5/17/2016 6:00	642	0.159	0.144	0.136	0.105	0.1	7.165	9.79	11.35	10.67	10.07	-14.6	8.02	-48.59	11	-24.18	11.49	-18.69	10.8	12.57
5/17/2016 6:15	643	0.159	0.144	0.136	0.105	0.1	7.112	9.73	11.34	10.66	10.06	-14.6	7.987	-48.11	10.96	-24.17	11.41	-18.77	10.8	12.57
5/17/2016 6:30	644	0.159	0.144	0.136	0.105	0.1	7.056	9.66	11.33	10.67	10.06	-14.6	7.9	-48.29	10.9	-24.15	11.4	-18.77	10.8	12.55
5/17/2016 6:45	645	0.159	0.144	0.136	0.105	0.1	6.997	9.59	11.31	10.66	10.06	-14.64	7.86	-48.03	10.85	-24.14	11.4	-18.76	10.8	12.58
5/17/2016 7:00	646	0.158	0.144	0.136	0.105	0.1	6.946	9.52	11.3	10.66	10.07	-14.7	7.8	-48.12	10.8	-24.12	11.4	-18.75	10.8	12.56
5/17/2016 7:15	647	0.158	0.144	0.136	0.105	0.1	6.912	9.47	11.28	10.66	10.06	-14.7	7.767	-48.19	10.74	-24.11	11.4	-18.74	10.8	12.56
5/17/2016 7:30	648	0.158	0.144	0.136	0.105	0.1	6.879	9.41	11.27	10.66	10.05	-14.7	7.627	-47.95	10.7	-24.1	11.4	-18.74	10.8	12.57
5/17/2016 7:45	649	0.158	0.144	0.136	0.105	0.1	6.859	9.34	11.25	10.66	10.05	-14.7	7.6	-47.89	10.63	-24.11	11.4	-18.65	10.8	12.56
5/17/2016 8:00	650	0.158	0.144	0.136	0.105	0.1	6.883	9.3	11.24	10.66	10.05	-14.77	7.6	-47.95	10.6	-24.1	11.4	-18.79	10.8	12.56
5/17/2016 8:15	651	0.158	0.144	0.136	0.105	0.1	6.973	9.24	11.22	10.66	10.06	-14.79	7.613	-47.79	10.52	-24.1	11.4	-18.63	10.8	12.57
5/17/2016 8:30	652	0.158	0.144	0.136	0.105	0.099	7.116	9.2	11.21	10.66	10.06	-14.75	7.773	-47.75	10.5	-24.1	11.4	-18.7	10.8	12.56
5/17/2016 8:45	653	0.158	0.144	0.136	0.105	0.1	7.265	9.15	11.18	10.66	10.06	-14.8	7.853	-47.59	10.45	-24.1	11.4	-18.87	10.8	12.57
5/17/2016 9:00	654	0.158	0.144	0.136	0.105	0.1	7.455	9.13	11.17	10.66	10.05	-14.89	7.96	-47.65	10.4	-24.1	11.4	-18.85	10.8	12.56
5/17/2016 9:15	655	0.158	0.144	0.136	0.105	0.1	7.576	9.11	11.16	10.65	10.04	-14.9	8.06	-47.91	10.38	-24.1	11.4	-18.69	10.8	12.57
5/17/2016 9:30	656	0.158	0.144	0.136	0.105	0.1	7.72	9.1	11.14	10.65	10.06	-14.9	8.17	-47.56	10.3	-24.1	11.33	-18.68	10.8	12.57
5/17/2016 9:45	657	0.158	0.144	0.136	0.105	0.1	7.873	9.12	11.12	10.65	10.05	-14.95	8.27	-47.66	10.3	-24.1	11.3	-18.6	10.8	12.56
5/17/2016 10:00	658	0.158	0.144	0.136	0.105	0.1	8.03	9.12	11.1	10.65	10.04	-14.98	8.4	-47.6	10.27	-24.1	11.3	-18.6	10.8	12.57
5/17/2016 10:15	659	0.158	0.144	0.136	0.105	0.1	8.18	9.13	11.08	10.64	10.04	-15	8.53	-47.45	10.2	-24.1	11.3	-18.69	10.8	12.57
5/17/2016 10:30	660	0.158	0.144	0.136	0.105	0.1	8.33	9.14	11.06	10.65	10.04	-15	8.65	-47.56	10.2	-24.1	11.3	-18.6	10.8	12.57
5/17/2016 10:45	661	0.158	0.144	0.136	0.105	0.1	8.5	9.18	11.04	10.64	10.05	-15	8.76	-47.63	10.2	-24.1	11.3	-18.6	10.8	12.56
5/17/2016 11:00	662	0.158	0.144	0.136	0.105	0.1	8.7	9.19	11.03	10.64	10.05	-15.01	8.93	-47.59	10.2	-24.09	11.3	-18.69	10.8	12.57
5/17/2016 11:15	663	0.158	0.144	0.136	0.105	0.1	8.89	9.23	11.01	10.64	10.06	-15.02	9.09	-47.31	10.2	-24.1	11.3	-18.6	10.8	12.56
5/17/2016 11:30	664	0.158	0.144	0.136	0.105	0.1	9.11	9.28	10.99	10.63	10.04	-15.08	9.26	-47.43	10.19	-24.1	11.3	-18.68	10.8	12.57
5/17/2016 11:45	665	0.158	0.144	0.136	0.105	0.099	9.4	9.32	10.97	10.64	10.04	-15.1	9.48	-47.51	10.11	-24.09	11.3	-18.6	10.8	12.57
5/17/2016 12:00	666	0.159	0.144	0.136	0.104	0.099	9.71	9.38	10.95	10.63	10.04	-15.1	9.72	-47.57	10.1	-24.09	11.21	-18.6	10.8	12.57
5/17/2016 12:15	667	0.159	0.144	0.135	0.104	0.099	10.08	9.45	10.93	10.63	10.05	-15.1	9.99	-47.34	10.14	-24.09	11.2	-18.68	10.8	12.57
5/17/2016 12:30	668	0.159	0.144	0.135	0.104	0.099	10.71	9.51	10.91	10.63	10.05	-15.16	10.39	-47.31	10.2	-24.1	11.2	-18.6	10.8	12.56
5/17/2016 12:45	669	0.159	0.144	0.135	0.104	0.099	11.31	9.62	10.9	10.62	10.05	-15.2	10.77	-47.42	10.2	-24.07	11.2	-18.6	10.8	12.57
5/17/2016 13:00	670	0.159	0.144	0.135	0.104	0.099	12.23	9.73	10.88	10.61	10.05	-15.2	11.36	-47.41	10.2	-24.09	11.2	-19	10.8	12.57
5/17/2016 13:15	671	0.159	0.144	0.135	0.104	0.099	13.43	9.89	10.86	10.61	10.05	-15.25	12.21	-47.39	10.21	-24.07	11.2	-18.6	10.8	12.58
5/17/2016 13:30	672	0.16	0.144	0.135	0.104	0.099	15.28	10.12	10.85	10.61	10.04	-15.3	13.4	-47.27	10.3	-24.1	11.2	-18.6	10.8	12.58
5/17/2016 13:45	673	0.16	0.144	0.135	0.104	0.099	17.13	10.42	10.83	10.62	10.04	-15.36	14.9	-47.71	10.37	-24.07	11.2	-18.76	10.8	12.61
5/17/2016 14:00	674	0.161	0.144	0.135	0.104	0.099	18.77	10.78	10.81	10.61	10.05	-15.4	16.31	-47.71	10.46	-24.09	11.14	-18.6	10.8	12.6
5/17/2016 14:15	675	0.161	0.144	0.135	0.104	0.099	20.1	11.23	10.81	10.61	10.04	-15.49	17.65	-47.85	10.58	-24.08	11.1	-19	10.8	12.6
5/17/2016 14:30	676	0.161	0.144	0.135	0.104	0.099	20.86	11.73	10.79	10.59	10.05	-14.69	18.62	-47.9	10.75	-24.07	11.1	-19	10.8	12.6
5/17/2016 14:45	677	0.161	0.145	0.135	0.104	0.099	21.56	12.22	10.78	10.6	10.04	-14.62	19.49	-47.92	10.92	-24.05	11.1	-19.64	10.8	12.61
5/17/2016 15:00	678	0.161	0.145	0.135	0.104	0.099	22.31	12.73	10.76	10.59	10.04	-14.7	20.39	-47.97	11.13	-24.05	11.1	-19.48	10.8	12.63
5/17/2016 15:15	679	0.161	0.145	0.135	0.104	0.099	23.02	13.22	10.75	10.59	10.04	-14.78	21.22	-48.02	11.35	-24.05	11.1	-19.81	10.8	12.64
5/17/2016 15:30	680	0.161	0.145	0.135	0.104	0.099	23.21	13.71	10.75	10.59	10.03	-14.88	21.7	-48.09	11.58	-24.06	11.1	-19.8	10.8	12.64
5/17/2016 15:45	681	0.161	0.145	0.135	0.104	0.099	23.27	14.17	10.73	10.58	10.04	-14.96	21.93	-48.12	11.82	-24.07	11.1	-19.72	10.8	12.64
5/17/2016 16:00	682	0.161	0.146	0.135	0.104	0.099	23.66	14.59	10.73	10.57	10.03	-15.06	22.37	-47.97	12.07	-24.05	11.1	-19.72	10.8	12.6
5/17/2016 16:15	683	0.161	0.146	0.135	0.104	0.099	23.98	14.97	10.73	10.57	10.03	-15.17	22.79	-48.23	12.32	-24.04	11.09	-19.64	10.8	12.61
5/17/2016 16:30	684	0.16	0.146	0.135	0.104	0.099	24.27	15.34	10.73	10.56	10.04	-15.31	23.27	-48.29	12.56	-24.06	11	-19.81	10.8	12.64
5/17/2016 16:45	685	0.16	0.146	0.135	0.104	0.099	24	15.68	10.73	10.57	10.03	-15.45	23.53	-48.32	12.8	-24.06	11	-19.8	10.8	12.63
5/17/2016 17:00	686	0.159	0.146	0.135	0.104	0.099	23.71	15.98	10.74	10.56	10.03	-15.58	23.55	-48.38	13.02	-24.05	11	-19.8	10.8	12.63
5/17/2016 17:15	687	0.159	0.146	0.135	0.104	0.099	23.68	16.25	10.74	10.55	10.03	-15.75	23.83	-48.41	13.24	-24.02	11	-19.81	10.8	12.63
5/17/2016 17:30	688	0.158	0.146	0.135	0.104	0.099	23.7	16.49	10.76	10.55	10.02	-15.91	23.7	-48.49	13.45	-24.03	11	-19.8	10.8	12.64
5/17/2016 17:45	689	0.158	0.146	0.135	0.104	0.099	23.71	16.69	10.77	10.55	10.03	-16.07	23.27	-48.52	13.65	-24.04	11	-19.81	10.8	12.64
5/17/2016 18:00	690	0.157	0.146	0.135	0.104	0.099	23.26	16.85	10.8	10.54	10.03	-16.27	22.78	-48.54	13.88	-24.03	11	-19.81	10.8	12.64
5/17/2016 18:15	691	0.157	0.146	0.135	0.104	0.099	23.13	16.96	10.82	10.53	10.02	-16.46	22.85	-48.61	14.06	-24.04	11	-19.81	10.8	12.64
5/17/2016 18:30	692	0.156	0.146	0.135	0.104	0.099	23.31	17.09	10.84	10.53	10.03	-16.7	23.19	-48.63	14.22	-24.03	11	-19.8	10.8	12.64
5/17/2016 18:45	693	0.156	0.146	0.135	0.104	0.099	22.97	17.2	10.87	10.52	10.02	-16.91	23.08	-48.57	14.37	-24.01	11	-19.81	10.77	12.63
5/17/2016 19:00	694	0.156	0.146	0.135	0.104	0.099	22.5	17.28	10.9	10.52	10.02	-17.12	22.68	-48.61	14.51	-24.05	11	-19.81	10.71	12.64
5/17/2016 19:15	695	0.155	0.146	0.135	0.104	0.099	22.1	17.34	10.92	10.52	10.02	-17.35	22.36	-48.35	14.63	-24.03	11	-19.8	10.7	12.63
5/17/2016 19:30	696	0.154	0.146	0.135	0.104	0.099	21.51	17.37	10.96	10.51	10.01	-17.56	21.89	-48.37	14.75	-24.04	11	-19.8	10.7	12.64
5/17/2016 19:45	697	0.153	0.146	0.135	0.104	0.099	20.81	17.39	11	10.52	10.02	-17.77	21.31	-48.47	14.86	-24.01	11	-19.81	10.7	12.64
5/17/2016 20:00	698	0.153	0.146	0.135	0.104	0.099	20.08	17.37	11.03	10.52	10.02	-17.97	20.69	-47.88	14.95	-24.03	11	-19.8	10.7	12.63
5/17/2016 20:15	699	0.152	0.146	0.135	0.104	0.099	19.4	17.32	11.07	10.51	10.02	-18.18	20.09	-47.65	15.03	-24.04	11.07	-19.73	10.7	12.62
5/17/2016 20:30	700	0.152	0.146	0.135	0.104	0.099	18.78	17.24	11.11	10.5	10.02	-18.39	19.49	-47.31	15.1	-24.05	11.1	-19.49	10.7	12.61
5/17/2016 20:45	701	0.151	0.146	0.135	0.104	0.099	18.22	17.14	11.16	10.49	10.02	-18.56	18.93	-47.35	15.17	-24.06	11.1	-19.65	10.7	12.61
5/17/2016 21:00	702	0.151	0.145	0.135	0.104	0.099	17.66	17	11.19	10.49	10.01	-18.73	18.45	-47.39	15.2	-24.07	11.1	-19.33	10.7	12.61
5/17/2016 21:15	703	0.15	0.145	0.135	0.104	0.099	17.1	16.87	11.24	10.49	10.01	-18.86	17.97	-47.35	15.2	-24.07	11.1	-19.09	10.7	12.61
5/17/2016 21:30	704	0.15	0.145	0.135	0.104	0.099	16.56	16.71	11.28	10.48	10.01	-20.15	17.49	-47.38	15.2	-24.05	11.1	-19	10.7	12.6
5/17/2016 21:45	705	0.149	0.145	0.135	0.104	0.099	16.08	16.55	11.32	10.49	10.01	-20.79	17.05	-47.38	15.2	-24.05	11.1	-18.84	10.7	12.6
5/17/2016 22:00	706	0.149	0.145	0.135	0.104	0.099	15.62	16.37	11.36	10.48	10.01	-21.07	16.63	-47.39	15.2	-24.06	11.19	-18.92	10.7	12.57
5/17/2016 22:15	707	0.149	0.145	0.135	0.104	0.099	15.21	16.19	11.41	10.48	10	-21.24	16.24	-47.37	15.18	-24.05	11.2	-18.84	10.7	12.57
5/17/2016 22:30	708	0.149	0.145	0.135	0.104	0.099	14.83	16.01	11.46	10.48	10.01	-21.37	15.87	-47.38	15.1	-24.05	11.2	-18.68	10.7	12.57
5/17/2016 22:45	709	0.148	0.145	0.135	0.104	0.099	14.49	15.83	11.49	10.48	10	-21.53	15.53	-47.35	15.09	-24.05	11.2	-18.84	10.7	12.57
5/17/2016 23:00	710	0.148	0.145	0.135	0.104	0.099	14.17	15.64	11.53	10.48	10	-21.67	15.22	-47.38	15	-24.05	11.21	-18.6	10.7	12.56
5/17/2016 23:15	711	0.148	0.144	0.135	0.104	0.099	13.9	15.46	11.57	10.47	10	-21.8	14.93	-47.35	14.96	-24.05	11.29	-18.6	10.7	12.57
5/17/2016 23:30	712	0.148	0.144	0.135	0.104	0.099	13.66	15.29	11.6	10.48	10	-21.92	14.67	-47.33	14.9	-24.03	11.3	-18.6	10.7	12.57
5/17/2016 23:45	713	0.147	0.144	0.135	0.104	0.099	13.43	15.11	11.64	10.48	10	-22.03	14.43	-47.31	14.81	-24.01	11.3	-18.6	10.7	12.56
5/18/2016 0:00	714	0.147	0.144	0.135	0.104	0.099	13.23	14.94	11.68	10.47	10	-22.12	14.21	-47.3	14.74	-24.07	11.3	-18.6	10.7	12.57
5/18/2016 0:15	715	0.147	0.144	0.135	0.104	0.099	13.02	14.78	11.72	10.48	10	-22.19	14.01	-47.27	14.67	-24.03	11.33	-18.6	10.7	12.56
5/18/2016 0:30	716	0.147	0.144	0.135	0.104	0.099	12.83	14.64	11.73	10.48	10	-22.3	13.74	-47.22	14.6	-24.02	11.4	-18.6	10.7	12.57
5/18/2016 0:45	717	0.147	0.144	0.135	0.104	0.099	12.59	14.49	11.77	10.47	9.98	-22.38	13.51	-47.43	14.5	-24.04	11.4	-18.68	10.7	12.57
5/18/2016 1:00	718	0.147	0.143	0.135	0.104	0.099	12.37	14.34	11.79	10.49	9.98	-22.42	13.29	-47.65	14.43	-24.03	11.4	-18.68	10.7	12.56
5/18/2016 1:15	719	0.146	0.143	0.135	0.104	0.099	12.14	14.19	11.83	10.49	10	-22.48	13.07	-47.77	14.35	-24.03	11.4	-18.68	10.7	12.54
5/18/2016 1:30	720	0.146	0.143	0.135	0.104	0.099	11.94	14.05	11.84	10.48	9.99	-22.55	12.87	-47.73	14.27	-24.01	11.49	-18.6	10.7	12.54
5/18/2016 1:45	721	0.146	0.143	0.135	0.104	0.099	11.75	13.91	11.86	10.49	9.98	-22.61	12.68	-48.09	14.2	-24.04	11.5	-18.59	10.7	12.54
5/18/2016 2:00	722	0.146	0.143	0.135	0.104	0.099	11.57	13.77	11.89	10.5	9.98	-22.64	12.5	-48.11	14.1	-24.03	11.5	-18.6	10.7	12.53
5/18/2016 2:15	723	0.146	0.143	0.135	0.104	0.099	11.39	13.65	11.91	10.49	9.98	-22.62	12.34	-48.18	14.03	-24.03	11.5	-18.59	10.7	12.53
5/18/2016 2:30	724	0.145	0.143	0.135	0.104	0.099	11.23	13.52	11.92	10.5	9.98	-22.58	12.16	-48.35	13.95	-24.04	11.5	-18.6	10.7	12.53
5/18/2016 2:45	725	0.145	0.143	0.135	0.104	0.099	11.09	13.38	11.94	10.5	9.98	-22.61	12.01	-48.45	13.87	-24.02	11.56	-18.59	10.7	12.52
5/18/2016 3:00	726	0.145	0.143	0.135	0.104	0.099	10.95	13.26	11.95	10.51	9.98	-22.69	11.86	-48.4	13.71	-24.01	11.6	-18.59	10.7	12.53
5/18/2016 3:15	727	0.145	0.143	0.135	0.104	0.099	10.82	13.14	11.96	10.5	9.99	-22.71	11.73	-48.24	13.63	-24.01	11.6	-18.59	10.7	12.53
5/18/2016 3:30	728	0.145	0.143	0.135	0.104	0.099	10.71	13.03	11.98	10.51	9.98	-22.8	11.61	-48.21	13.56	-24.03	11.6	-18.59	10.7	12.53
5/18/2016 3:45	729	0.145	0.143	0.136	0.104	0.099	10.57	12.9	11.98	10.52	9.98	-22.87	11.47	-48.18	13.49	-24.03	11.6	-18.67	10.7	12.53
5/18/2016 4:00	730	0.145	0.143	0.136	0.104	0.099	10.45	12.8	11.99	10.52	9.97	-22.91	11.35	-48.22	13.4	-24.01	11.6	-18.91	10.7	12.52
5/18/2016 4:15	731	0.145	0.143	0.136	0.104	0.099	10.34	12.69	12	10.52	9.99	-22.95	11.24	-48.19	13.32	-24.01	11.6	-18.82	10.7	12.53
5/18/2016 4:30	732	0.145	0.143	0.136	0.104	0.099	10.22	12.58	11.99	10.53	9.98	-23.01	11.13	-48.17	13.23	-24	11.69	-18.65	10.7	12.52
5/18/2016 4:45	733	0.145	0.143	0.136	0.104	0.099	10.11	12.48	11.99	10.54	9.98	-23.03	11.01	-48.11	13.17	-24.01	11.7	-18.88	10.7	12.53
5/18/2016 5:00	734	0.145	0.143	0.136	0.104	0.099	10.01	12.38	12	10.54	9.98	-23.08	10.89	-48.09	13.1	-24.01	11.7	-18.63	10.7	12.54
5/18/2016 5:15	735	0.145	0.143	0.136	0.104	0.099	9.9	12.28	12	10.55	9.98	-23.11	10.79	-48.05	13.01	-24.01	11.7	-18.55	10.7	12.53
5/18/2016 5:30	736	0.145	0.142	0.136	0.104	0.099	9.8	12.2	12	10.55	9.98	-23.13	10.69	-47.99	12.94	-24.01	11.7	-18.56	10.7	12.53
5/18/2016 5:45	737	0.145	0.142	0.136	0.104	0.099	9.7	12.11	12	10.56	9.98	-23.15	10.59	-47.97	12.88	-24.01	11.7	-18.8	10.7	12.53
5/18/2016 6:00	738	0.145	0.142	0.136	0.104	0.099	9.61	12.01	12	10.56	9.98	-23.15	10.5	-47.91	12.8	-24.01	11.7	-18.65	10.7	12.53
5/18/2016 6:15	739	0.144	0.142	0.136	0.104	0.099	9.52	11.92	11.99	10.56	9.98	-23.16	10.4	-47.89	12.73	-24	11.7	-18.72	10.7	12.54
5/18/2016 6:30	740	0.144	0.142	0.136	0.104	0.099	9.41	11.83	12	10.57	9.98	-23.17	10.31	-47.82	12.68	-24.01	11.7	-18.8	10.7	12.53
5/18/2016 6:45	741	0.144	0.142	0.136	0.104	0.099	9.33	11.74	11.99	10.58	9.98	-23.19	10.21	-47.8	12.6	-24	11.7	-18.57	10.7	12.53
5/18/2016 7:00	742	0.144	0.142	0.136	0.104	0.099	9.29	11.66	11.98	10.58	9.98	-23.17	10.15	-47.78	12.52	-24	11.7	-18.54	10.7	12.53
5/18/2016 7:15	743	0.144	0.142	0.136	0.104	0.099	9.26	11.58	11.97	10.59	9.97	-23.17	10	-47.72	12.48	-24	11.7	-18.55	10.71	12.53
5/18/2016 7:30	744	0.144	0.142	0.136	0.104	0.099	9.28	11.5	11.96	10.59	9.98	-23.2	10	-47.59	12.4	-24	11.7	-18.65	10.79	12.53
5/18/2016 7:45	745	0.144	0.142	0.136	0.104	0.099	9.33	11.43	11.95	10.6	9.98	-23.2	10	-47.66	12.35	-24	11.7	-18.63	10.8	12.53
5/18/2016 8:00	746	0.144	0.142	0.136	0.104	0.099	9.42	11.36	11.94	10.6	9.98	-23.23	10.04	-47.61	12.3	-24	11.7	-18.55	10.8	12.52
5/18/2016 8:15	747	0.144	0.142	0.136	0.104	0.099	9.59	11.31	11.94	10.62	9.98	-23.27	10.2	-47.27	12.21	-24	11.7	-18.63	10.8	12.53
5/18/2016 8:30	748	0.144	0.142	0.136	0.104	0.099	9.79	11.26	11.92	10.61	9.99	-23.29	10.33	-47.32	12.18	-24	11.7	-18.76	10.8	12.52
5/18/2016 8:45	749	0.144	0.142	0.136	0.104	0.099	10.01	11.23	11.9	10.62	9.98	-23.33	10.46	-47.29	12.1	-24	11.7	-18.78	10.8	12.51
5/18/2016 9:00	750	0.144	0.142	0.136	0.104	0.099	10.22	11.22	11.89	10.63	9.98	-23.41	10.61	-47.27	12.08	-24	11.7	-18.63	10.8	12.53
5/18/2016 9:15	751	0.144	0.141	0.136	0.104	0.099	10.36	11.21	11.88	10.62	9.98	-23.43	10.73	-47.21	12	-24	11.7	-18.55	10.8	12.53
5/18/2016 9:30	752	0.144	0.141	0.136	0.104	0.099	10.46	11.21	11.88	10.64	9.99	-23.47	10.83	-47.19	12	-24	11.7	-18.61	10.8	12.53
5/18/2016 9:45	753	0.144	0.141	0.136	0.104	0.099	10.6	11.22	11.87	10.63	9.99	-23.5	10.93	-47.17	11.95	-24	11.7	-18.52	10.8	12.53
5/18/2016 10:00	754	0.144	0.141	0.136	0.104	0.099	10.77	11.22	11.85	10.64	9.99	-23.57	11.05	-46.92	11.9	-24	11.7	-18.59	10.8	12.52
5/18/2016 10:15	755	0.145	0.141	0.136	0.104	0.099	11.01	11.24	11.84	10.64	9.99	-23.63	11.23	-46.89	11.9	-24	11.7	-18.53	10.8	12.53
5/18/2016 10:30	756	0.145	0.141	0.136	0.104	0.099	11.27	11.27	11.82	10.65	9.99	-23.71	11.43	-47.2	11.9	-24	11.7	-18.57	10.8	12.53
5/18/2016 10:45	757	0.145	0.141	0.135	0.104	0.099	11.42	11.31	11.81	10.65	9.99	-23.81	11.57	-47.25	11.9	-24	11.7	-18.55	10.8	12.53
5/18/2016 11:00	758	0.145	0.141	0.135	0.104	0.099	11.51	11.35	11.79	10.65	10	-23.86	11.68	-47.24	11.8	-24	11.7	-18.63	10.8	12.53
5/18/2016 11:15	759	0.145	0.141	0.135	0.104	0.099	11.66	11.39	11.77	10.66	9.99	-23.94	11.81	-47.2	11.8	-24	11.7	-18.52	10.8	12.53
5/18/2016 11:30	760	0.145	0.141	0.135	0.104	0.099	11.84	11.44	11.76	10.66	9.99	-24.01	11.95	-47.2	11.8	-24	11.7	-18.55	10.8	12.53
5/18/2016 11:45	761	0.145	0.141	0.135	0.104	0.099	12.1	11.49	11.75	10.67	10	-24.06	12.14	-47.18	11.8	-24	11.7	-18.54	10.8	12.53
5/18/2016 12:00	762	0.145	0.141	0.135	0.104	0.099	12.45	11.54	11.74	10.67	10.01	-24.13	12.4	-47.15	11.8	-24	11.7	-18.55	10.8	12.55
5/18/2016 12:15	763	0.145	0.141	0.135	0.104	0.099	12.86	11.6	11.72	10.67	10.01	-24.23	12.71	-47.12	11.8	-24	11.7	-18.57	10.8	12.54
