TOA5	1712	CR6	1712	CR6.Std.02	CPU:VMCprogramGOOD_Pit1.CR6	58711	SoilPit1													
8/15/2016 4:45	7916	0.012	0.045	0.044	0.038	0.035	18.88	21.01	19.8	17.83	16.7	-952	19.65	-782.5	21.53	-4705	19.4	-2652	17.8	12.76
8/15/2016 5:00	7917	0.012	0.045	0.044	0.038	0.035	18.73	20.93	19.8	17.83	16.69	-955	19.46	-785	21.49	-4702	19.4	-2629	17.8	12.77
8/15/2016 5:15	7918	0.012	0.045	0.044	0.038	0.035	18.59	20.82	19.8	17.84	16.7	-959	19.31	-786.1	21.4	-4692	19.4	-2629	17.8	12.76
8/15/2016 5:30	7919	0.012	0.045	0.044	0.038	0.035	18.47	20.72	19.8	17.84	16.69	-959	19.17	-788.2	21.34	-4700	19.4	-2621	17.81	12.77
8/15/2016 5:45	7920	0.012	0.045	0.044	0.038	0.035	18.36	20.61	19.8	17.84	16.71	-962	19.06	-789.7	21.29	-4703	19.4	-2622	17.81	12.77
8/15/2016 6:00	7921	0.012	0.045	0.044	0.038	0.035	18.25	20.52	19.8	17.84	16.7	-973	18.95	-789.8	21.2	-4689	19.4	-2624	17.84	12.76
8/15/2016 6:15	7922	0.012	0.045	0.044	0.038	0.035	18.14	20.43	19.79	17.85	16.7	-969	18.85	-790.3	21.13	-4714	19.4	-2652	17.88	12.76
8/15/2016 6:30	7923	0.012	0.045	0.044	0.038	0.035	18.05	20.34	19.78	17.85	16.7	-982	18.75	-793.1	21.09	-4674	19.4	-2620	17.9	12.76
8/15/2016 6:45	7924	0.012	0.045	0.044	0.038	0.035	17.97	20.25	19.77	17.85	16.7	-986	18.65	-794.5	21	-4694	19.4	-2613	17.9	12.76
8/15/2016 7:00	7925	0.012	0.045	0.044	0.038	0.035	17.87	20.17	19.76	17.85	16.7	-997	18.56	-793.1	20.95	-4711	19.4	-2617	17.9	12.77
8/15/2016 7:15	7926	0.012	0.045	0.044	0.038	0.035	17.78	20.08	19.76	17.86	16.71	-992	18.48	-795.3	20.89	-4670	19.4	-2579	17.9	12.76
8/15/2016 7:30	7927	0.012	0.045	0.044	0.038	0.035	17.7	20	19.75	17.86	16.71	-1001	18.4	-799.9	20.8	-4689	19.4	-2588	17.9	12.77
8/15/2016 7:45	7928	0.012	0.045	0.044	0.038	0.035	17.63	19.92	19.74	17.86	16.7	-1003	18.31	-799.5	20.75	-4701	19.4	-2590	17.9	12.77
8/15/2016 8:00	7929	0.012	0.045	0.044	0.038	0.035	17.59	19.84	19.73	17.86	16.71	-1015	18.28	-802	20.7	-4680	19.4	-2571	17.9	12.76
8/15/2016 8:15	7930	0.012	0.045	0.044	0.038	0.035	17.58	19.77	19.72	17.87	16.72	-1018	18.2	-801	20.62	-4697	19.4	-2579	17.9	12.76
8/15/2016 8:30	7931	0.012	0.045	0.044	0.038	0.035	17.62	19.69	19.71	17.87	16.71	-1024	18.2	-806	20.59	-4710	19.4	-2569	17.9	12.77
8/15/2016 8:45	7932	0.012	0.045	0.044	0.038	0.035	17.7	19.62	19.71	17.87	16.71	-1021	18.23	-806	20.5	-4718	19.4	-2580	17.9	12.76
8/15/2016 9:00	7933	0.012	0.045	0.044	0.038	0.035	17.83	19.56	19.69	17.87	16.71	-1009	18.3	-809	20.45	-4727	19.4	-2567	17.9	12.76
8/15/2016 9:15	7934	0.012	0.045	0.044	0.038	0.035	17.98	19.52	19.68	17.89	16.72	-1009	18.41	-812	20.4	-4691	19.4	-2563	17.9	12.76
8/15/2016 9:30	7935	0.012	0.045	0.044	0.038	0.035	18.18	19.47	19.67	17.88	16.72	-994	18.53	-817	20.33	-4707	19.4	-2562	17.9	12.75
8/15/2016 9:45	7936	0.012	0.045	0.044	0.038	0.035	18.39	19.43	19.66	17.88	16.72	-986	18.67	-814	20.3	-4708	19.4	-2563	17.9	12.76
8/15/2016 10:00	7937	0.012	0.045	0.044	0.038	0.035	18.62	19.41	19.64	17.89	16.72	-976	18.85	-818	20.23	-4690	19.4	-2548	17.9	12.75
8/15/2016 10:15	7938	0.012	0.045	0.044	0.038	0.035	18.85	19.4	19.64	17.89	16.72	-967	19.05	-821	20.2	-4694	19.4	-2566	17.9	12.76
8/15/2016 10:30	7939	0.012	0.045	0.044	0.038	0.035	19.06	19.41	19.61	17.88	16.72	-966	19.23	-820	20.15	-4734	19.4	-2539	17.9	12.76
8/15/2016 10:45	7940	0.012	0.045	0.044	0.038	0.035	19.25	19.4	19.6	17.89	16.72	-958	19.39	-826	20.1	-4732	19.4	-2579	17.9	12.76
8/15/2016 11:00	7941	0.013	0.045	0.044	0.038	0.035	19.45	19.42	19.59	17.89	16.72	-954	19.65	-824	20.1	-4726	19.35	-2547	17.9	12.76
8/15/2016 11:15	7942	0.013	0.045	0.044	0.038	0.035	19.67	19.44	19.58	17.89	16.72	-952	19.81	-827	20.05	-4752	19.31	-2540	17.9	12.76
8/15/2016 11:30	7943	0.013	0.045	0.044	0.038	0.035	19.9	19.47	19.56	17.89	16.73	-943	19.99	-830	20	-4696	19.3	-2541	17.9	12.76
8/15/2016 11:45	7944	0.013	0.045	0.044	0.038	0.035	20.13	19.5	19.54	17.89	16.72	-927	20.19	-829	20	-4688	19.3	-2557	17.9	12.76
8/15/2016 12:00	7945	0.013	0.045	0.044	0.038	0.035	20.37	19.54	19.52	17.9	16.72	-918	20.39	-833	20	-4687	19.3	-2548	17.9	12.77
8/15/2016 12:15	7946	0.013	0.045	0.044	0.038	0.035	20.71	19.59	19.52	17.9	16.72	-906	20.6	-828	20	-4711	19.3	-2559	17.9	12.77
8/15/2016 12:30	7947	0.013	0.045	0.044	0.038	0.035	21.29	19.63	19.49	17.89	16.73	-894	20.86	-829	20	-4735	19.3	-2569	17.9	12.77
8/15/2016 12:45	7948	0.013	0.045	0.044	0.038	0.035	22.21	19.69	19.48	17.89	16.72	-875	21.24	-832	20	-4718	19.3	-2551	17.9	12.77
8/15/2016 13:00	7949	0.013	0.045	0.044	0.038	0.035	23.54	19.76	19.46	17.9	16.73	-861	21.85	-830	20	-4712	19.3	-2551	17.9	12.8
8/15/2016 13:15	7950	0.014	0.045	0.044	0.038	0.035	25.01	19.87	19.44	17.9	16.73	-829	22.67	-830	20	-4717	19.3	-2551	17.9	12.78
8/15/2016 13:30	7951	0.014	0.045	0.043	0.038	0.035	26.59	20.02	19.42	17.9	16.74	-796	23.59	-826	20	-4741	19.3	-2566	17.9	12.8
8/15/2016 13:45	7952	0.014	0.045	0.043	0.038	0.035	28.24	20.21	19.41	17.9	16.74	-766.4	24.67	-828	20.01	-4748	19.3	-2570	17.9	12.79
8/15/2016 14:00	7953	0.015	0.045	0.043	0.038	0.035	29.85	20.48	19.39	17.9	16.74	-728.8	25.8	-823	20.1	-4732	19.3	-2570	17.9	12.8
8/15/2016 14:15	7954	0.015	0.045	0.043	0.038	0.035	31.37	20.79	19.39	17.9	16.74	-695.3	27.09	-815	20.17	-4717	19.29	-2561	17.9	12.79
8/15/2016 14:30	7955	0.016	0.045	0.043	0.038	0.035	32.78	21.16	19.37	17.9	16.73	-662.6	28.35	-817	20.26	-4719	19.2	-2578	17.9	12.79
8/15/2016 14:45	7956	0.016	0.045	0.043	0.038	0.035	34.01	21.55	19.36	17.9	16.74	-627	29.57	-813	20.37	-4701	19.2	-2578	17.9	12.79
8/15/2016 15:00	7957	0.016	0.045	0.043	0.038	0.035	35.11	21.98	19.34	17.91	16.73	-608.7	30.69	-808	20.52	-4781	19.2	-2586	17.9	12.81
8/15/2016 15:15	7958	0.017	0.045	0.043	0.038	0.035	36.14	22.43	19.32	17.89	16.74	-580.7	31.77	-801	20.66	-4754	19.2	-2593	17.9	12.83
8/15/2016 15:30	7959	0.017	0.045	0.043	0.038	0.035	37.14	22.88	19.31	17.9	16.74	-563.8	32.82	-798.5	20.85	-4745	19.2	-2611	17.9	12.83
8/15/2016 15:45	7960	0.017	0.045	0.043	0.038	0.035	38.08	23.34	19.3	17.9	16.73	-540.1	33.81	-795.2	21.03	-4763	19.2	-2592	17.9	12.84
8/15/2016 16:00	7961	0.018	0.045	0.043	0.038	0.035	38.87	23.79	19.29	17.89	16.74	-528.9	34.78	-791.3	21.23	-4788	19.2	-2592	17.9	12.83
8/15/2016 16:15	7962	0.018	0.046	0.043	0.038	0.035	39.45	24.24	19.28	17.9	16.73	-511.8	35.49	-788.6	21.43	-4776	19.2	-2613	17.9	12.83
8/15/2016 16:30	7963	0.018	0.046	0.043	0.038	0.035	39.51	24.67	19.28	17.89	16.73	-504.8	35.82	-783.1	21.65	-4745	19.2	-2631	17.9	12.85
8/15/2016 16:45	7964	0.018	0.046	0.043	0.038	0.035	39.44	25.07	19.28	17.89	16.74	-502.9	35.97	-770.1	21.87	-4793	19.2	-2622	17.9	12.86
8/15/2016 17:00	7965	0.018	0.046	0.043	0.038	0.035	38.88	25.4	19.26	17.89	16.74	-502	35.89	-762	22.1	-4763	19.2	-2629	17.9	12.84
8/15/2016 17:15	7966	0.018	0.046	0.043	0.038	0.035	38.14	25.69	19.27	17.89	16.74	-505.9	35.58	-755.4	22.31	-4739	19.18	-2624	17.9	12.86
8/15/2016 17:30	7967	0.018	0.046	0.043	0.038	0.035	37.48	25.93	19.27	17.89	16.74	-511.4	35.29	-745.2	22.53	-4786	19.13	-2645	17.9	12.86
8/15/2016 17:45	7968	0.017	0.046	0.043	0.038	0.035	36.88	26.13	19.27	17.88	16.74	-516.3	35.09	-739.1	22.73	-4771	19.1	-2649	17.9	12.85
8/15/2016 18:00	7969	0.017	0.046	0.043	0.038	0.035	36.33	26.29	19.29	17.89	16.75	-522.1	34.81	-734.1	22.93	-4736	19.1	-2682	17.9	12.85
8/15/2016 18:15	7970	0.017	0.046	0.043	0.038	0.035	35.8	26.43	19.28	17.89	16.74	-524.7	34.68	-731.1	23.09	-4776	19.1	-2635	17.9	12.84
8/15/2016 18:30	7971	0.017	0.046	0.043	0.038	0.035	35.2	26.53	19.3	17.89	16.75	-528.4	34.48	-729.2	23.25	-4811	19.1	-2681	17.9	12.84
8/15/2016 18:45	7972	0.017	0.046	0.043	0.038	0.035	34.48	26.63	19.31	17.89	16.74	-532.7	34.03	-726.2	23.43	-4790	19.1	-2681	17.9	12.84
8/15/2016 19:00	7973	0.016	0.046	0.043	0.038	0.035	33.85	26.69	19.33	17.88	16.74	-538	33.53	-726.2	23.57	-4830	19.1	-2681	17.9	12.83
8/15/2016 19:15	7974	0.016	0.046	0.043	0.038	0.035	33.43	26.73	19.35	17.88	16.73	-542.7	33.2	-723.2	23.75	-4791	19.1	-2705	17.9	12.83
8/15/2016 19:30	7975	0.016	0.046	0.043	0.038	0.035	33.25	26.74	19.37	17.87	16.74	-544.2	33.11	-722.4	23.85	-4767	19.1	-2709	17.9	12.83
8/15/2016 19:45	7976	0.016	0.046	0.043	0.038	0.035	32.86	26.74	19.38	17.87	16.75	-547	32.97	-720.4	23.95	-4836	19.1	-2712	17.9	12.83
8/15/2016 20:00	7977	0.016	0.046	0.043	0.038	0.035	32.25	26.73	19.42	17.87	16.74	-559.9	32.59	-718.9	24	-4790	19.1	-2678	17.9	12.82
8/15/2016 20:15	7978	0.015	0.046	0.043	0.038	0.035	31.58	26.72	19.44	17.87	16.74	-569.1	31.99	-717	24.1	-4793	19.1	-2710	17.9	12.81
8/15/2016 20:30	7979	0.015	0.046	0.043	0.038	0.035	30.86	26.69	19.46	17.87	16.74	-578.6	31.36	-716.3	24.13	-4777	19.1	-2715	17.9	12.79
8/15/2016 20:45	7980	0.015	0.046	0.043	0.038	0.035	30.13	26.63	19.49	17.87	16.74	-596.4	30.64	-717.5	24.2	-4825	19.12	-2713	17.9	12.8
8/15/2016 21:00	7981	0.015	0.046	0.043	0.038	0.035	29.39	26.53	19.52	17.87	16.74	-614	30.01	-716	24.2	-4816	19.16	-2731	17.9	12.79
8/15/2016 21:15	7982	0.015	0.046	0.043	0.038	0.035	28.67	26.43	19.54	17.87	16.74	-621.9	29.31	-710.4	24.25	-4788	19.2	-2729	17.9	12.79
8/15/2016 21:30	7983	0.014	0.046	0.043	0.038	0.035	28.01	26.3	19.58	17.85	16.74	-636.2	28.7	-711	24.3	-4819	19.2	-2729	17.9	12.8
8/15/2016 21:45	7984	0.014	0.046	0.043	0.038	0.035	27.39	26.15	19.6	17.85	16.75	-656.4	28.11	-711.6	24.3	-4834	19.2	-2742	17.9	12.8
8/15/2016 22:00	7985	0.014	0.046	0.043	0.038	0.035	26.85	25.99	19.64	17.86	16.74	-668.9	27.53	-712.6	24.3	-4815	19.2	-2712	17.9	12.79
8/15/2016 22:15	7986	0.014	0.046	0.043	0.038	0.035	26.32	25.82	19.66	17.86	16.74	-675.9	27.05	-707.7	24.21	-4788	19.2	-2752	17.9	12.77
8/15/2016 22:30	7987	0.014	0.046	0.043	0.038	0.035	25.83	25.65	19.7	17.85	16.74	-695.3	26.59	-707.9	24.2	-4802	19.2	-2744	17.9	12.75
8/15/2016 22:45	7988	0.014	0.046	0.043	0.038	0.035	25.37	25.47	19.74	17.85	16.73	-710	26.1	-709.8	24.2	-4799	19.2	-2756	17.9	12.75
8/15/2016 23:00	7989	0.014	0.046	0.043	0.038	0.035	24.93	25.29	19.77	17.86	16.74	-721.8	25.65	-708.4	24.11	-4775	19.2	-2773	17.9	12.76
8/15/2016 23:15	7990	0.013	0.046	0.043	0.038	0.035	24.51	25.11	19.79	17.86	16.74	-729.8	25.26	-708.9	24.1	-4784	19.27	-2746	17.9	12.75
8/15/2016 23:30	7991	0.013	0.046	0.043	0.038	0.035	24.12	24.92	19.82	17.87	16.74	-737.3	24.92	-708.3	24.01	-4782	19.3	-2762	17.9	12.76
8/15/2016 23:45	7992	0.013	0.046	0.043	0.038	0.035	23.77	24.75	19.85	17.86	16.74	-744.1	24.57	-714.7	23.98	-4748	19.3	-2763	17.9	12.76
8/16/2016 0:00	7993	0.013	0.046	0.044	0.038	0.035	23.44	24.56	19.89	17.86	16.73	-765.5	24.25	-712.9	23.9	-4767	19.3	-2734	17.9	12.76
8/16/2016 0:15	7994	0.013	0.046	0.044	0.038	0.035	23.13	24.38	19.9	17.85	16.74	-777.5	23.95	-717.7	23.83	-4738	19.3	-2756	17.9	12.74
8/16/2016 0:30	7995	0.013	0.046	0.044	0.038	0.035	22.83	24.21	19.94	17.86	16.74	-786.7	23.63	-717.7	23.76	-4763	19.3	-2753	17.9	12.76
8/16/2016 0:45	7996	0.013	0.046	0.044	0.038	0.035	22.56	24.04	19.96	17.86	16.73	-791.6	23.31	-719.8	23.69	-4735	19.33	-2753	17.9	12.74
8/16/2016 1:00	7997	0.013	0.046	0.044	0.038	0.035	22.31	23.88	19.98	17.86	16.73	-797.1	23.07	-721.9	23.51	-4745	19.4	-2745	17.9	12.73
8/16/2016 1:15	7998	0.013	0.046	0.044	0.038	0.035	22.09	23.71	20.01	17.85	16.73	-807	22.83	-722.4	23.44	-4743	19.4	-2760	17.9	12.72
8/16/2016 1:30	7999	0.013	0.045	0.044	0.038	0.035	21.87	23.55	20.02	17.87	16.74	-815	22.61	-725.3	23.37	-4712	19.4	-2757	17.9	12.72
8/16/2016 1:45	8000	0.013	0.045	0.044	0.038	0.035	21.66	23.4	20.05	17.86	16.75	-824	22.4	-722.3	23.27	-4733	19.4	-2747	17.9	12.73
8/16/2016 2:00	8001	0.013	0.045	0.044	0.038	0.035	21.42	23.25	20.06	17.87	16.74	-839	22.19	-725.6	23.19	-4732	19.4	-2755	17.9	12.72
8/16/2016 2:15	8002	0.013	0.045	0.044	0.038	0.035	21.2	23.11	20.09	17.86	16.73	-854	21.97	-728.4	23.1	-4729	19.4	-2760	17.9	12.71
8/16/2016 2:30	8003	0.013	0.045	0.044	0.038	0.035	21	22.96	20.1	17.86	16.74	-858	21.78	-730.1	23.01	-4713	19.46	-2748	17.9	12.7
8/16/2016 2:45	8004	0.012	0.045	0.044	0.038	0.035	20.8	22.83	20.11	17.88	16.74	-865	21.59	-730.9	22.93	-4726	19.5	-2731	17.9	12.72
8/16/2016 3:00	8005	0.012	0.045	0.044	0.038	0.035	20.59	22.68	20.12	17.88	16.74	-871	21.4	-731.7	22.85	-4702	19.59	-2738	17.9	12.73
8/16/2016 3:15	8006	0.012	0.045	0.044	0.038	0.035	20.4	22.55	20.13	17.88	16.73	-878	21.22	-735.7	22.77	-4686	19.6	-2745	17.9	12.72
8/16/2016 3:30	8007	0.012	0.045	0.044	0.038	0.035	20.23	22.42	20.15	17.88	16.74	-881	21.05	-735.9	22.69	-4686	19.6	-2742	17.9	12.72
8/16/2016 3:45	8008	0.012	0.045	0.044	0.038	0.035	20.06	22.29	20.15	17.89	16.74	-886	20.87	-740.8	22.6	-4702	19.6	-2721	17.9	12.71
8/16/2016 4:00	8009	0.012	0.045	0.044	0.038	0.035	19.89	22.17	20.16	17.89	16.75	-890	20.72	-742.9	22.51	-4675	19.6	-2730	17.9	12.71
8/16/2016 4:15	8010	0.012	0.045	0.044	0.038	0.035	19.75	22.05	20.17	17.9	16.74	-898	20.56	-743.7	22.43	-4665	19.6	-2734	17.9	12.72
8/16/2016 4:30	8011	0.012	0.045	0.044	0.038	0.035	19.61	21.92	20.18	17.9	16.75	-903	20.43	-748.6	22.35	-4665	19.6	-2711	17.9	12.73
8/16/2016 4:45	8012	0.012	0.045	0.044	0.038	0.035	19.49	21.8	20.17	17.9	16.74	-923	20.3	-749.4	22.28	-4671	19.6	-2716	17.9	12.72
8/16/2016 5:00	8013	0.012	0.045	0.044	0.038	0.035	19.37	21.69	20.18	17.91	16.74	-932	20.18	-753	22.2	-4662	19.65	-2728	17.9	12.72
8/16/2016 5:15	8014	0.012	0.045	0.044	0.038	0.035	19.26	21.57	20.18	17.91	16.75	-940	20.06	-758.4	22.11	-4677	19.7	-2698	17.9	12.72
8/16/2016 5:30	8015	0.012	0.045	0.044	0.038	0.035	19.13	21.47	20.18	17.9	16.74	-941	19.94	-768.4	22.03	-4623	19.7	-2712	17.9	12.72
8/16/2016 5:45	8016	0.012	0.045	0.044	0.038	0.035	19	21.36	20.18	17.92	16.74	-947	19.82	-770.9	21.96	-4630	19.7	-2696	17.9	12.72
8/16/2016 6:00	8017	0.012	0.045	0.044	0.038	0.035	18.83	21.26	20.18	17.92	16.74	-953	19.68	-774.5	21.89	-4661	19.7	-2687	17.9	12.72
8/16/2016 6:15	8018	0.012	0.045	0.044	0.038	0.035	18.68	21.15	20.18	17.93	16.74	-960	19.49	-779.4	21.8	-4678	19.7	-2672	17.9	12.71
8/16/2016 6:30	8019	0.012	0.045	0.044	0.038	0.035	18.52	21.05	20.18	17.93	16.75	-961	19.31	-784.1	21.73	-4651	19.7	-2660	17.9	12.72
8/16/2016 6:45	8020	0.012	0.045	0.044	0.038	0.035	18.36	20.96	20.17	17.94	16.75	-968	19.16	-783.6	21.66	-4689	19.7	-2692	17.9	12.72
8/16/2016 7:00	8021	0.012	0.045	0.044	0.038	0.035	18.21	20.85	20.16	17.93	16.74	-971	19.03	-787.5	21.6	-4670	19.7	-2663	17.9	12.71
8/16/2016 7:15	8022	0.012	0.045	0.044	0.038	0.035	18.09	20.75	20.15	17.94	16.75	-973	18.89	-787.9	21.5	-4666	19.7	-2663	17.9	12.7
8/16/2016 7:30	8023	0.012	0.045	0.044	0.038	0.035	18	20.64	20.15	17.95	16.76	-986	18.78	-789.4	21.44	-4629	19.7	-2647	17.9	12.71
8/16/2016 7:45	8024	0.012	0.045	0.044	0.038	0.035	17.96	20.55	20.14	17.95	16.76	-983	18.7	-791.6	21.38	-4691	19.7	-2670	17.9	12.69
8/16/2016 8:00	8025	0.012	0.045	0.044	0.038	0.035	17.96	20.45	20.13	17.95	16.75	-990	18.7	-791.8	21.3	-4587	19.7	-2667	17.9	12.69
8/16/2016 8:15	8026	0.012	0.045	0.044	0.038	0.035	18.01	20.36	20.12	17.96	16.75	-995	18.68	-793.3	21.22	-4622	19.7	-2647	17.9	12.72
8/16/2016 8:30	8027	0.012	0.045	0.044	0.038	0.035	18.14	20.28	20.11	17.97	16.75	-991	18.7	-794.4	21.16	-4645	19.7	-2603	17.9	12.72
8/16/2016 8:45	8028	0.012	0.044	0.044	0.038	0.035	18.31	20.2	20.1	17.97	16.76	-982	18.79	-797.8	21.1	-4647	19.7	-2619	17.9	12.72
8/16/2016 9:00	8029	0.012	0.044	0.044	0.038	0.035	18.49	20.14	20.09	17.97	16.75	-975	18.92	-801	21.01	-4659	19.7	-2649	17.91	12.72
8/16/2016 9:15	8030	0.012	0.044	0.044	0.038	0.035	18.68	20.09	20.08	17.98	16.76	-971	19.05	-799.2	20.97	-4586	19.7	-2616	17.97	12.72
8/16/2016 9:30	8031	0.012	0.044	0.044	0.038	0.035	18.91	20.06	20.07	17.97	16.76	-967	19.2	-803	20.9	-4575	19.7	-2616	18	12.72
8/16/2016 9:45	8032	0.012	0.044	0.044	0.038	0.035	19.13	20.03	20.06	17.98	16.77	-958	19.37	-802	20.83	-4658	19.7	-2615	18	12.73
8/16/2016 10:00	8033	0.012	0.044	0.044	0.038	0.035	19.39	20.01	20.04	17.99	16.77	-958	19.63	-806	20.8	-4658	19.7	-2604	18	12.72
8/16/2016 10:15	8034	0.012	0.044	0.044	0.038	0.035	19.63	20.01	20.02	18	16.76	-947	19.82	-804	20.71	-4630	19.7	-2602	18	12.73
8/16/2016 10:30	8035	0.012	0.044	0.044	0.038	0.035	19.86	20	20.01	18	16.77	-939	20.01	-808	20.7	-4647	19.7	-2601	18	12.72
8/16/2016 10:45	8036	0.012	0.044	0.044	0.038	0.035	20.12	20.03	20	18.01	16.77	-930	20.21	-810	20.65	-4621	19.7	-2603	18	12.71
8/16/2016 11:00	8037	0.012	0.044	0.044	0.038	0.035	20.44	20.05	19.97	17.99	16.77	-910	20.45	-814	20.6	-4631	19.7	-2599	18	12.71
8/16/2016 11:15	8038	0.012	0.044	0.044	0.038	0.035	20.81	20.08	19.97	18	16.78	-904	20.72	-813	20.6	-4612	19.7	-2570	18	12.72
8/16/2016 11:30	8039	0.013	0.044	0.044	0.038	0.035	21.19	20.12	19.96	18	16.78	-888	21.02	-812	20.6	-4675	19.7	-2598	18	12.71
8/16/2016 11:45	8040	0.013	0.044	0.044	0.038	0.035	21.55	20.17	19.94	18.01	16.77	-878	21.32	-817	20.53	-4694	19.7	-2590	18	12.72
8/16/2016 12:00	8041	0.013	0.044	0.044	0.038	0.035	21.93	20.24	19.91	18.02	16.78	-869	21.62	-816	20.5	-4707	19.7	-2605	18	12.72
8/16/2016 12:15	8042	0.013	0.044	0.044	0.038	0.035	22.4	20.32	19.9	18.01	16.78	-862	21.95	-819	20.5	-4631	19.7	-2590	18	12.73
8/16/2016 12:30	8043	0.013	0.044	0.044	0.038	0.035	22.99	20.39	19.88	18.02	16.78	-844	22.33	-814	20.5	-4615	19.7	-2589	18	12.71
8/16/2016 12:45	8044	0.013	0.044	0.044	0.038	0.035	23.77	20.49	19.87	18.02	16.79	-825	22.77	-814	20.5	-4650	19.7	-2604	18	12.72
8/16/2016 13:00	8045	0.013	0.044	0.044	0.038	0.035	24.74	20.59	19.85	18.03	16.77	-798.2	23.33	-814	20.5	-4663	19.67	-2604	18	12.73
8/16/2016 13:15	8046	0.014	0.045	0.044	0.038	0.035	25.74	20.72	19.84	18.03	16.79	-785.7	24.05	-816	20.58	-4648	19.6	-2582	18	12.72
8/16/2016 13:30	8047	0.014	0.045	0.043	0.038	0.035	26.81	20.9	19.82	18.03	16.79	-764.3	24.73	-813	20.6	-4633	19.6	-2613	18	12.73
8/16/2016 13:45	8048	0.014	0.045	0.043	0.038	0.035	28.03	21.08	19.8	18.04	16.8	-732.1	25.5	-811	20.6	-4680	19.6	-2598	18	12.73
8/16/2016 14:00	8049	0.014	0.045	0.043	0.038	0.035	29.25	21.31	19.79	18.03	16.79	-715.8	26.44	-811	20.7	-4713	19.6	-2604	18	12.76
8/16/2016 14:15	8050	0.015	0.045	0.043	0.038	0.035	30.37	21.56	19.77	18.03	16.78	-685.7	27.35	-807	20.75	-4717	19.6	-2607	18	12.77
8/16/2016 14:30	8051	0.015	0.045	0.043	0.038	0.035	31.41	21.85	19.75	18.03	16.79	-663.6	28.29	-806	20.83	-4712	19.6	-2640	18	12.76
8/16/2016 14:45	8052	0.015	0.045	0.043	0.038	0.035	32.34	22.17	19.74	18.04	16.79	-638.8	29.14	-805	20.93	-4695	19.6	-2634	18	12.76
8/16/2016 15:00	8053	0.016	0.045	0.043	0.038	0.035	33.3	22.49	19.72	18.04	16.79	-617.9	30.05	-803	21.04	-4660	19.6	-2632	18	12.76
8/16/2016 15:15	8054	0.016	0.045	0.043	0.038	0.035	34.23	22.84	19.71	18.04	16.8	-600.7	30.91	-797.8	21.16	-4668	19.6	-2633	18	12.76
8/16/2016 15:30	8055	0.016	0.045	0.043	0.038	0.035	35.12	23.19	19.69	18.04	16.8	-580.4	31.79	-795.2	21.3	-4701	19.6	-2645	18	12.77
8/16/2016 15:45	8056	0.016	0.045	0.043	0.038	0.035	35.97	23.56	19.69	18.03	16.79	-564.4	32.63	-792.2	21.45	-4695	19.6	-2666	18	12.77
8/16/2016 16:00	8057	0.017	0.045	0.043	0.038	0.035	36.68	23.92	19.68	18.04	16.8	-546	33.46	-788.8	21.6	-4653	19.57	-2682	18	12.8
8/16/2016 16:15	8058	0.017	0.045	0.043	0.038	0.035	37.1	24.29	19.67	18.04	16.81	-536.4	34.03	-787.1	21.76	-4683	19.5	-2672	18	12.8
8/16/2016 16:30	8059	0.017	0.045	0.043	0.038	0.035	37.15	24.64	19.66	18.05	16.81	-530.8	34.36	-781.6	21.94	-4665	19.5	-2677	18	12.8
8/16/2016 16:45	8060	0.017	0.046	0.043	0.038	0.035	37.22	24.97	19.66	18.05	16.8	-530.2	34.55	-774.7	22.11	-4722	19.48	-2672	18	12.79
8/16/2016 17:00	8061	0.017	0.046	0.043	0.038	0.035	36.87	25.26	19.65	18.04	16.81	-529.1	34.57	-773.3	22.29	-4696	19.41	-2672	18	12.79
8/16/2016 17:15	8062	0.017	0.046	0.043	0.038	0.034	36.43	25.51	19.64	18.05	16.8	-529.5	34.46	-764.1	22.47	-4679	19.4	-2703	18	12.79
8/16/2016 17:30	8063	0.017	0.046	0.043	0.038	0.034	36.09	25.73	19.65	18.04	16.81	-530.6	34.33	-750.3	22.65	-4720	19.4	-2712	18	12.79
8/16/2016 17:45	8064	0.017	0.046	0.043	0.038	0.034	35.75	25.91	19.65	18.04	16.8	-531.8	34.26	-747.1	22.81	-4696	19.4	-2707	18	12.79
8/16/2016 18:00	8065	0.017	0.046	0.043	0.038	0.034	35.35	26.07	19.65	18.04	16.81	-532.3	34.16	-742.4	22.97	-4716	19.4	-2711	18	12.79
8/16/2016 18:15	8066	0.016	0.046	0.043	0.038	0.034	34.91	26.21	19.65	18.04	16.82	-533.4	33.99	-736.2	23.13	-4727	19.4	-2719	18	12.8
8/16/2016 18:30	8067	0.016	0.046	0.043	0.038	0.034	34.46	26.32	19.66	18.03	16.81	-535.2	33.83	-732.7	23.26	-4729	19.4	-2723	18	12.79
8/16/2016 18:45	8068	0.016	0.046	0.043	0.038	0.034	33.88	26.42	19.68	18.03	16.81	-539.6	33.51	-731.6	23.41	-4735	19.4	-2718	18	12.8
8/16/2016 19:00	8069	0.016	0.046	0.043	0.038	0.034	33.31	26.5	19.68	18.04	16.81	-547	33.03	-729.6	23.53	-4682	19.4	-2732	18	12.8
8/16/2016 19:15	8070	0.016	0.046	0.043	0.038	0.034	32.94	26.54	19.69	18.03	16.82	-556.8	32.72	-728.5	23.71	-4721	19.4	-2744	18	12.8
8/16/2016 19:30	8071	0.015	0.046	0.043	0.038	0.034	32.78	26.57	19.71	18.04	16.82	-561	32.69	-725.7	23.81	-4749	19.4	-2717	18	12.8
